dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,c14_correction,calib_used,date_used,u238_content,u238_uncertainty,th232_content,th232_uncertainty,th230_content,th230_uncertainty,th230_th232_ratio,th230_th232_ratio_uncertainty,th230_u238_activity,th230_u238_activity_uncertainty,u234_u238_activity,u234_u238_activity_uncertainty,ini_230th_232th_ratio,ini_230th_232th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_bchron,date_used_bacon,date_used_oxcal,date_used_copra,date_used_stalage
4693,302,MC-ICP-MS U/Th,451.5,,SB14-3,calcite,,,604102,6300,6300,,,yes,922.9,0.1,22,1,,,793000,45500,1.14161,0.00019,1.10297379,0.00021398,0.816,0.408,Cheng et al. 2013,604000,6300,6300,,,,yes,yes,,yes
4694,302,MC-ICP-MS U/Th,459.5,,SB14-C3-2,calcite,,,605602,6383,6383,,,yes,1379.3,0.1,6,1,,,3996000,748500,1.13798,0.00025,1.10034984,0.00017727,0.816,0.408,Cheng et al. 2013,605500,6400,6400,,,,yes,yes,,yes
4695,302,MC-ICP-MS U/Th,493.5,,SB14-C2-3,calcite,,,611636,7112,7112,,,yes,1240.1,0.1,27,1,,,870000,36900,1.13701,0.00022,1.09943123,0.00021126,0.816,0.408,Cheng et al. 2013,611600,7100,7100,,,,yes,yes,,yes
4696,302,MC-ICP-MS U/Th,501.5,,SB14-2,calcite,,,608214,6625,6625,,,yes,1039.5,0.1,13,2,,,1448000,187800,1.13715,0.00017,1.09965801,0.00022,0.816,0.408,Cheng et al. 2013,608200,6600,6600,,,,yes,yes,,yes
4697,302,MC-ICP-MS U/Th,509.5,,SB14-C2-2,calcite,,,615325,8371,8371,,,yes,886,0.1,14,1,,,1219000,132200,1.1367,0.00027,1.09907751,0.00023212,0.816,0.408,Cheng et al. 2013,615300,8400,8400,,,,yes,yes,,yes
4698,302,MC-ICP-MS U/Th,537.5,,SB14-C1-2,calcite,,,620353,10029,10029,,,yes,1216.9,0.1,10,2,,,2294000,378300,1.13637,0.00034,1.09867136,0.00024889,0.816,0.408,Cheng et al. 2013,620300,10000,10000,,,,yes,yes,,yes
4699,302,MC-ICP-MS U/Th,545.5,,SB14-1,calcite,,,621278,6226,6226,,,yes,1106.2,0.1,19,1,,,1109000,73100,1.1352,0.00017,1.09781454,0.00017191,0.816,0.408,Cheng et al. 2013,621200,6200,6200,,,,yes,yes,,yes
4700,302,MC-ICP-MS U/Th,572.5,,SB14-Bottom,calcite,,,622818,6432,6432,,,yes,922.1,0.1,37,1,,,464000,13800,1.13619,0.00019,1.09845582,0.00016701,0.816,0.408,Cheng et al. 2013,622800,6400,6400,,,,yes,yes,,yes
4701,303,MC-ICP-MS U/Th,8,,SB32-21-4,calcite,,,513.3,2.7,2.7,,,yes,922.4,0.2,78,1,,,227000,3500,1.15997,0.00018,1.1217,0.0002,0.816,0.408,Cheng et al. 2013,513300,2700,2700,,,yes,yes,,,yes
4702,303,MC-ICP-MS U/Th,13,,SB32-21-3,calcite,,,514.1,3.8,3.8,,,yes,671.6,0.2,62,1,,,207000,4000,1.15034,0.0002,1.1147,0.0003,0.816,0.408,Cheng et al. 2013,514100,3800,3800,,,yes,yes,,,yes
4703,303,MC-ICP-MS U/Th,20,,SB32-21,calcite,,,521.7,2.8,2.8,,,yes,567.7,0.2,312,1,,,35000,100,1.15058,0.00015,1.1142,0.0002,0.816,0.408,Cheng et al. 2013,521600,2800,2800,,,yes,yes,,,yes
4704,303,MC-ICP-MS U/Th,27,,SB32-21-2,calcite,,,524.9,3.4,3.4,,,yes,613.1,0.2,34,1,,,340000,13100,1.14996,0.00019,1.1135,0.0002,0.816,0.408,Cheng et al. 2013,524800,3400,3400,,,yes,yes,,,yes
4705,303,MC-ICP-MS U/Th,35,,SB32-20-4,calcite,,,518.3,4.4,4.4,,,yes,584,0.2,134,1,,,83000,600,1.15007,0.00024,1.1141,0.0003,0.816,0.408,Cheng et al. 2013,518200,4400,4400,,,yes,yes,,,yes
4706,303,MC-ICP-MS U/Th,43,,SB32-20-3,calcite,,,526.6,2.9,2.9,,,yes,986.7,0.2,19,1,,,978000,64800,1.15948,0.00016,1.1202,0.0002,0.816,0.408,Cheng et al. 2013,526600,2900,2900,,,yes,yes,,,yes
4707,303,MC-ICP-MS U/Th,50,,SB32-20-2,calcite,,,531,3.8,3.8,,,yes,736.1,0.2,37,1,,,374000,9200,1.15351,0.00026,1.1156,0.0002,0.816,0.408,Cheng et al. 2013,531000,3800,3800,,,yes,yes,,,yes
4708,303,MC-ICP-MS U/Th,56,,SB32-20,calcite,,,532.8,3.2,3.2,,,yes,917.4,0.2,73,1,,,240000,3600,1.15326,0.00019,1.1152,0.0002,0.816,0.408,Cheng et al. 2013,532700,3200,3200,,,yes,yes,,,yes
4709,303,MC-ICP-MS U/Th,59,,SB32-19-7,calcite,,,533.5,3.3,3.3,,,yes,725.8,0.2,705,1,,,20000,25,1.14982,0.00016,1.1127,0.0002,0.816,0.408,Cheng et al. 2013,533400,3300,3300,,,yes,yes,,,yes
4710,303,MC-ICP-MS U/Th,62,,SB32-19-6,calcite,,,534.6,3,3,,,yes,817.8,0.2,280,1,,,55000,200,1.14884,0.00018,1.1119,0.0002,0.816,0.408,Cheng et al. 2013,534500,3000,3000,,,yes,yes,,,yes
4711,303,MC-ICP-MS U/Th,68,,SB32-19-5,calcite,,,535.8,3.1,3.1,,,yes,877.6,0.2,62,1,,,270000,4400,1.14747,0.00015,1.1109,0.0002,0.816,0.408,Cheng et al. 2013,535700,3100,3100,,,yes,yes,,,yes
4712,303,MC-ICP-MS U/Th,72,,SB32-19-4,calcite,,,541.5,3.1,3.1,,,yes,951.1,0.2,75,1,,,241000,3500,1.14953,0.00016,1.1119,0.0002,0.816,0.408,Cheng et al. 2013,541500,3100,3100,,,yes,yes,,,yes
4713,303,MC-ICP-MS U/Th,77,,SB32-19-3,calcite,,,538.7,3.3,3.3,,,yes,1143.7,0.2,69,2,,,315000,6900,1.14863,0.00016,1.1115,0.0002,0.816,0.408,Cheng et al. 2013,538700,3300,3300,,,yes,yes,,,yes
4714,303,MC-ICP-MS U/Th,82,,SB32-19-2,calcite,,,544.8,4.1,4.1,,,yes,986.5,0.2,95,1,,,197000,1900,1.15049,0.00027,1.1124,0.0002,0.816,0.408,Cheng et al. 2013,544800,4100,4100,,,yes,yes,,,yes
4715,303,MC-ICP-MS U/Th,88,,Sb32-19,calcite,,,552.3,4.1,4.1,,,yes,660.9,0.2,40,1,,,310000,9100,1.14007,0.00023,1.1045,0.0002,0.816,0.408,Cheng et al. 2013,552200,4100,4100,,,yes,yes,,,yes
4716,303,MC-ICP-MS U/Th,101,,SB32-18-6,calcite,,,550.6,4,4,,,yes,791.5,0.2,267,1,,,56000,200,1.14093,0.0002,1.1052,0.0002,0.816,0.408,Cheng et al. 2013,550500,4000,4000,,,yes,yes,,,yes
4717,303,MC-ICP-MS U/Th,105,,SB32-18-5,calcite,,,548.7,4.6,4.6,,,yes,627.9,0.2,83,1,,,143000,2300,1.14062,0.00028,1.1051,0.0002,0.816,0.408,Cheng et al. 2013,548700,4600,4600,,,yes,yes,,,yes
4718,303,MC-ICP-MS U/Th,110,,SB32-18-4,calcite,,,550.8,4,4,,,yes,785.7,0.2,98,1,,,151000,2000,1.14074,0.00016,1.105,0.0002,0.816,0.408,Cheng et al. 2013,550700,4000,4000,,,yes,yes,,,yes
4719,303,MC-ICP-MS U/Th,114,,SB32-18-3,calcite,,,554.7,4.3,4.3,,,yes,810.5,0.2,73,1,,,208000,3700,1.13955,0.00025,1.104,0.0002,0.816,0.408,Cheng et al. 2013,554600,4300,4300,,,yes,yes,,,yes
4720,303,MC-ICP-MS U/Th,118,,SB32-18-2-1-f,calcite,,,565.1,5.4,5.4,,,yes,831.3,0.2,172,1,,,91000,700,1.13846,0.00032,1.1026,0.0002,0.816,0.408,Cheng et al. 2013,565000,5400,5400,,,yes,yes,,,yes
4721,303,MC-ICP-MS U/Th,125,,SB32-18-2-1-3,calcite,,,555.6,3.8,3.8,,,yes,848.6,0.2,18,1,,,894000,48000,1.1374,0.00017,1.1024,0.0002,0.816,0.408,Cheng et al. 2013,555600,3800,3800,,,yes,yes,,,yes
4722,303,MC-ICP-MS U/Th,131,,SB32-18-2-1-2,calcite,,,560.9,4.3,4.3,,,yes,800.2,0.2,31,1,,,481000,16600,1.13728,0.00021,1.102,0.0002,0.816,0.408,Cheng et al. 2013,560800,4300,4300,,,yes,yes,,,yes
4723,303,MC-ICP-MS U/Th,137,,SB32-18-2-1-s,calcite,,,568.6,5.6,5.6,,,yes,796,0.2,56,1,,,269000,4800,1.14014,0.00031,1.1036,0.0002,0.816,0.408,Cheng et al. 2013,568600,5600,5600,,,yes,yes,,,yes
4724,303,MC-ICP-MS U/Th,142,,Sb32-18,calcite,,,565,4.3,4.3,,,yes,944.3,0.2,62,1,,,287000,6000,1.13882,0.00021,1.1028,0.0002,0.816,0.408,Cheng et al. 2013,565000,4300,4300,,,yes,yes,,,yes
4725,303,MC-ICP-MS U/Th,147,,SB32-17-7,calcite,,,560,3.7,3.7,,,yes,1149.7,0.2,12,1,,,1864000,221000,1.14004,0.0002,1.104,0.0002,0.816,0.408,Cheng et al. 2013,560000,3700,3700,,,yes,yes,,,yes
4726,303,MC-ICP-MS U/Th,153,,SB32-17-6,calcite,,,564.9,3.9,3.9,,,yes,1088,0.2,26,1,,,795000,38000,1.1398,0.00015,1.1035,0.0002,0.816,0.408,Cheng et al. 2013,564800,3900,3900,,,yes,yes,,,yes
4727,303,MC-ICP-MS U/Th,158,,SB32-17-5,calcite,,,571.7,3.7,3.7,,,yes,916.3,0.2,34,1,,,508000,17000,1.13707,0.00015,1.1012,0.0002,0.816,0.408,Cheng et al. 2013,571600,3700,3700,,,yes,yes,,,yes
4728,303,MC-ICP-MS U/Th,163,,SB32-17-4,calcite,,,567.8,3.7,3.7,,,yes,1031.1,0.2,9,1,,,2042000,226000,1.13487,0.00016,1.0999,0.0002,0.816,0.408,Cheng et al. 2013,567700,3700,3700,,,yes,yes,,,yes
4729,303,MC-ICP-MS U/Th,168,,SB32-17-3,calcite,,,569.3,4.4,4.4,,,yes,1081.6,0.2,7,1,,,2814000,320000,1.13468,0.00015,1.0997,0.0002,0.816,0.408,Cheng et al. 2013,569200,4400,4400,,,yes,yes,,,yes
4730,303,MC-ICP-MS U/Th,177,,SB32-C17-2,calcite,,,565,3.1,3.1,,,yes,1085.2,0.2,8,1,,,2623000,317000,1.13439,0.00011,1.0997,0.0002,0.816,0.408,Cheng et al. 2013,564900,3100,3100,,,yes,yes,,,yes
4731,303,MC-ICP-MS U/Th,183,,Sb32-C17,calcite,,,570.7,3.6,3.6,,,yes,1257.6,0.2,12,1,,,1937000,189000,1.13746,0.00014,1.1016,0.0002,0.816,0.408,Cheng et al. 2013,570600,3600,3600,,,yes,yes,,,yes
4732,303,MC-ICP-MS U/Th,227,,SB32-16-2k,calcite,,,574.3,3.4,3.4,,,yes,2028.6,0.2,13,1,,,2982000,232000,1.14371,0.00012,1.1058,0.0002,0.816,0.408,Cheng et al. 2013,574300,3400,3400,,,yes,yes,,,yes
4733,303,MC-ICP-MS U/Th,236,,Sb32-16,calcite,,,575.7,3.8,3.8,,,yes,2129.1,0.2,16,1,,,2576000,195000,1.13968,0.00014,1.1029,0.0002,0.816,0.408,Cheng et al. 2013,575700,3800,3800,,,yes,yes,,,yes
4734,303,MC-ICP-MS U/Th,274,,SB32-15-2,calcite,,,571.9,4,4,,,yes,1462.3,0.2,3,1,,,8661000,3161000,1.14203,0.00013,1.1048,0.0002,0.816,0.408,Cheng et al. 2013,571800,4000,4000,,,yes,yes,,,yes
4735,303,MC-ICP-MS U/Th,282,,SB32-15,calcite,,,572.4,4,4,,,yes,1462.7,0.2,3,1,,,8895000,3726000,1.14182,0.00018,1.1046,0.0002,0.816,0.408,Cheng et al. 2013,572300,4000,4000,,,yes,yes,,,yes
4736,303,MC-ICP-MS U/Th,308,,Sb32-14-3,calcite,,,580.8,3.9,3.9,,,yes,1641.9,0.2,3,1,,,8923000,3687000,1.14251,0.00016,1.1046,0.0002,0.816,0.408,Cheng et al. 2013,580700,3900,3900,,,yes,yes,,,yes
4737,303,MC-ICP-MS U/Th,316,,SB32-14-5,calcite,,,573.8,3.8,3.8,,,yes,1758,0.2,3,1,,,11160000,3512000,1.14303,0.00016,1.1054,0.0002,0.816,0.408,Cheng et al. 2013,573800,3800,3800,,,yes,yes,,,yes
4738,303,MC-ICP-MS U/Th,334,,Sb32-14-2,calcite,,,577.3,4.7,4.7,,,yes,1191.3,0.2,11,1,,,2003000,204000,1.14141,0.00022,1.104,0.0002,0.816,0.408,Cheng et al. 2013,577300,4700,4700,,,yes,yes,,,yes
4739,303,MC-ICP-MS U/Th,340,,SB32-14-4,calcite,,,573.3,3.8,3.8,,,yes,1632.4,0.2,5,1,,,6343000,1216000,1.1423,0.00012,1.1049,0.0002,0.816,0.408,Cheng et al. 2013,573200,3800,3800,,,yes,yes,,,yes
4740,303,MC-ICP-MS U/Th,346,,Sb32-14,calcite,,,588,15.1,15.1,,,yes,1489.2,0.2,6,1,,,4626000,881000,1.14156,0.00095,1.1036,0.0002,0.816,0.408,Cheng et al. 2013,587900,15100,15100,,,yes,yes,,,yes
4741,303,MC-ICP-MS U/Th,384,,Sb32-13,calcite,,,579.9,4,4,,,yes,1517.1,0.2,24,1,,,1199000,65000,1.14178,0.00015,1.1042,0.0002,0.816,0.408,Cheng et al. 2013,579800,4000,4000,,,yes,yes,,,yes
4742,303,MC-ICP-MS U/Th,393,,SB32-13-2-1,calcite,,,576.8,5.9,5.9,,,yes,1009.1,0.2,61,2,,,314000,9000,1.14194,0.00026,1.1044,0.0002,0.816,0.408,Cheng et al. 2013,576800,5900,5900,,,yes,yes,,,yes
4743,303,MC-ICP-MS U/Th,393,,SB32-13-2,calcite,,,585.3,4.1,4.1,,,yes,1415.4,0.2,23,1,,,1161000,46000,1.14204,0.00011,1.1041,0.0002,0.816,0.408,Cheng et al. 2013,585300,4100,4100,,,yes,yes,,,yes
4744,303,MC-ICP-MS U/Th,442,,Sb32-12,calcite,,,580.6,4,4,,,yes,1020,0.2,83,1,,,232000,3000,1.14173,0.00014,1.1041,0.0002,0.816,0.408,Cheng et al. 2013,580600,4000,4000,,,yes,yes,,,yes
4745,303,MC-ICP-MS U/Th,449,,SB32-12-2,calcite,,,582.9,4.5,4.5,,,yes,1365.5,0.2,53,1,,,488000,11000,1.14157,0.00013,1.1039,0.0002,0.816,0.408,Cheng et al. 2013,582800,4500,4500,,,yes,yes,,,yes
4746,303,MC-ICP-MS U/Th,449,,SB32-12-2-1,calcite,,,592.2,5.1,5.1,,,yes,1394.7,0.2,86,2,,,305000,6000,1.13845,0.00014,1.1012,0.0002,0.816,0.408,Cheng et al. 2013,592100,5100,5100,,,yes,yes,,,yes
4747,303,MC-ICP-MS U/Th,495,,Sb32-11,calcite,,,589.4,5,5,,,yes,1342.6,0.2,46,1,,,554000,15000,1.13981,0.00017,1.1023,0.0002,0.816,0.408,Cheng et al. 2013,589300,5000,5000,,,yes,yes,,,yes
4748,303,MC-ICP-MS U/Th,501,,SB32-11-2,calcite,,,590.9,4.2,4.2,,,yes,1343.5,0.2,63,1,,,401000,7000,1.14011,0.00012,1.1025,0.0002,0.816,0.408,Cheng et al. 2013,590900,4200,4200,,,yes,yes,,,yes
4749,303,MC-ICP-MS U/Th,541,,Sb32-10,calcite,,,593.6,5.1,5.1,,,yes,1185.4,0.2,21,1,,,1033000,58000,1.13465,0.0002,1.0985,0.0002,0.816,0.408,Cheng et al. 2013,593600,5100,5100,,,yes,yes,,,yes
4750,303,MC-ICP-MS U/Th,547,,SB32-10-2,calcite,,,597.5,5,5,,,yes,1110.5,0.2,20,1,,,1032000,55000,1.13527,0.00013,1.0988,0.0002,0.816,0.408,Cheng et al. 2013,597400,5000,5000,,,yes,yes,,,yes
4751,303,MC-ICP-MS U/Th,605,,SB32-9,calcite,,,602.3,8,8,,,yes,1160,0.2,17,1,,,1256000,80000,1.13188,0.00038,1.0962,0.0002,0.816,0.408,Cheng et al. 2013,602300,8000,8000,,,yes,yes,,,yes
4752,303,MC-ICP-MS U/Th,612,,SB32-9-2,calcite,,,598.6,5.4,5.4,,,yes,1206.3,0.2,16,1,,,1392000,94000,1.13242,0.00019,1.0967,0.0002,0.816,0.408,Cheng et al. 2013,598500,5400,5400,,,yes,yes,,,yes
4753,303,MC-ICP-MS U/Th,658,,Sb32-8,calcite,,,608,5.5,5.5,,,yes,1111.1,0.2,49,1,,,422000,11000,1.12882,0.00018,1.0938,0.0002,0.816,0.408,Cheng et al. 2013,608000,5500,5500,,,yes,yes,,,yes
4754,303,MC-ICP-MS U/Th,665,,SB32-8-2,calcite,,,605.2,5.6,5.6,,,yes,1163.1,0.2,15,1,,,1400000,94000,1.12866,0.00015,1.0938,0.0002,0.816,0.408,Cheng et al. 2013,605100,5600,5600,,,yes,yes,,,yes
4755,303,MC-ICP-MS U/Th,705,,Sb32-7,calcite,,,606.3,5.2,5.2,,,yes,1684,0.2,5,1,,,6374000,1339000,1.12705,0.00016,1.0926,0.0002,0.816,0.408,Cheng et al. 2013,606300,5200,5200,,,yes,yes,,,yes
4756,303,MC-ICP-MS U/Th,712,,SB32-7-2,calcite,,,607,4.5,4.5,,,yes,1668.2,0.2,5,1,,,6805000,1452000,1.12784,0.0001,1.0931,0.0002,0.816,0.408,Cheng et al. 2013,607000,4500,4500,,,yes,yes,,,yes
4757,303,MC-ICP-MS U/Th,744,,Sb32-6,calcite,,,607.5,5.1,5.1,,,yes,1928.9,0.2,5,1,,,6733000,1282000,1.12741,0.00015,1.0928,0.0002,0.816,0.408,Cheng et al. 2013,607500,5100,5100,,,yes,yes,,,yes
4758,303,MC-ICP-MS U/Th,751,,SB32-6-2,calcite,,,605.3,4.6,4.6,,,yes,1831.7,0.2,4,1,,,7929000,1901000,1.12764,0.0001,1.093,0.0002,0.816,0.408,Cheng et al. 2013,605200,4600,4600,,,yes,yes,,,yes
4759,303,MC-ICP-MS U/Th,784,,Sb32-5,calcite,,,609.5,6.6,6.6,,,yes,1137.8,0.2,7,2,,,2931000,614000,1.12691,0.00023,1.0924,0.0002,0.816,0.408,Cheng et al. 2013,609400,6600,6600,,,yes,yes,,,yes
4760,303,MC-ICP-MS U/Th,785,,Sb32-5d,calcite,,,610.2,8.9,8.9,,,yes,988,0.2,35,2,,,527000,24000,1.12779,0.00032,1.093,0.0002,0.816,0.408,Cheng et al. 2013,610100,8900,8900,,,yes,yes,,,yes
4761,303,MC-ICP-MS U/Th,790,,SB32-5-2,calcite,,,607.1,5.6,5.6,,,yes,1407.2,0.2,7,1,,,3706000,591000,1.12659,0.00017,1.0922,0.0002,0.816,0.408,Cheng et al. 2013,607000,5600,5600,,,yes,yes,,,yes
4762,303,MC-ICP-MS U/Th,822,,Sb32-4,calcite,,,614.6,7,7,,,yes,1520.8,0.2,6,1,,,4685000,993000,1.12477,0.00028,1.0907,0.0001,0.816,0.408,Cheng et al. 2013,614600,7000,7000,,,yes,yes,,,yes
4763,303,MC-ICP-MS U/Th,828,,SB32-4-2,calcite,,,613,5,5,,,yes,1476.5,0.2,4,1,,,6133000,1615000,1.12542,0.00014,1.0912,0.0001,0.816,0.408,Cheng et al. 2013,612900,5000,5000,,,yes,yes,,,yes
4764,303,MC-ICP-MS U/Th,806,,SB32-3-3,calcite,,,618.2,5.4,5.4,,,yes,1099.7,0.2,7,1,,,2749000,366000,1.12422,0.00016,1.0902,0.0001,0.816,0.408,Cheng et al. 2013,618100,5400,5400,,,yes,yes,,,yes
4765,303,MC-ICP-MS U/Th,819,,SB32-3-2,calcite,,,621.2,6.2,6.2,,,yes,1203,0.2,6,1,,,3620000,663000,1.12377,0.0002,1.0897,0.0001,0.816,0.408,Cheng et al. 2013,621100,6200,6200,,,yes,yes,,,yes
4766,303,MC-ICP-MS U/Th,819,,SB32-3-2d,calcite,,,617.8,8.1,8.1,,,yes,1008.1,0.2,13,2,,,1443000,197000,1.12419,0.00019,1.0902,0.0002,0.816,0.408,Cheng et al. 2013,617700,8100,8100,,,yes,yes,,,yes
4767,303,MC-ICP-MS U/Th,871,,SB32-3d,calcite,,,614.3,9,9,,,yes,1345.6,0.2,20,2,,,1224000,101000,1.1242,0.00023,1.0903,0.0003,0.816,0.408,Cheng et al. 2013,614200,9000,9000,,,yes,yes,,,yes
4768,303,MC-ICP-MS U/Th,870,,Sb32-3,calcite,,,612.4,5.5,5.5,,,yes,1246,0.2,35,1,,,661000,19000,1.12358,0.00014,1.0899,0.0002,0.816,0.408,Cheng et al. 2013,612300,5500,5500,,,yes,yes,,,yes
4769,303,MC-ICP-MS U/Th,901,,SB32-2-3,calcite,,,614.7,5.2,5.2,,,yes,1684.6,0.2,21,1,,,1517000,79000,1.12006,0.00012,1.0873,0.0002,0.816,0.408,Cheng et al. 2013,614600,5200,5200,,,yes,yes,,,yes
4770,303,MC-ICP-MS U/Th,909,,SB32-2-3K,calcite,,,612.6,5.9,5.9,,,yes,1628.5,0.2,13,1,,,2304000,257000,1.12006,0.00012,1.0874,0.0002,0.816,0.408,Cheng et al. 2013,612500,5900,5900,,,yes,yes,,,yes
4771,303,MC-ICP-MS U/Th,914,,Sb32-2-2,calcite,,,621,5.8,5.8,,,yes,1666.6,0.2,6,1,,,5246000,1086000,1.12044,0.00016,1.0874,0.0001,0.816,0.408,Cheng et al. 2013,620900,5800,5800,,,yes,yes,,,yes
4772,303,MC-ICP-MS U/Th,922,,Sb32-2,calcite,,,620,5.7,5.7,,,yes,1653.9,0.2,4,1,,,7571000,2459000,1.12161,0.00016,1.0883,0.0002,0.816,0.408,Cheng et al. 2013,619900,5700,5700,,,yes,yes,,,yes
4773,303,MC-ICP-MS U/Th,948,,Sb32-1-3,calcite,,,620.8,5.6,5.6,,,yes,1602.1,0.2,17,1,,,1704000,121000,1.12498,0.00017,1.0906,0.0001,0.816,0.408,Cheng et al. 2013,620700,5600,5600,,,yes,yes,,,yes
4774,303,MC-ICP-MS U/Th,966,,Sb32-1,calcite,,,617.5,6,6,,,yes,1579.4,0.2,3,1,,,8479000,2592000,1.12372,0.00016,1.0898,0.0002,0.816,0.408,Cheng et al. 2013,617500,6000,6000,,,yes,yes,,,yes
4775,303,MC-ICP-MS U/Th,972,,SB32-1-2,calcite,,,623.7,5.7,5.7,,,yes,1558.4,0.2,4,1,,,7080000,1745000,1.12382,0.00014,1.0897,0.0002,0.816,0.408,Cheng et al. 2013,623700,5700,5700,,,yes,yes,,,yes
4776,303,MC-ICP-MS U/Th,977,,SB32-1-4,calcite,,,624,6.5,6.5,,,yes,1571.9,0.2,3,1,,,8676000,3124000,1.12414,0.00014,1.0899,0.0002,0.816,0.408,Cheng et al. 2013,623900,6500,6500,,,yes,yes,,,yes
4777,303,MC-ICP-MS U/Th,977,,SB32-1-4d,calcite,,,625.6,9.9,9.9,,,yes,1346.3,0.2,20,1,,,1247000,103000,1.12421,0.00024,1.0899,0.0003,0.816,0.408,Cheng et al. 2013,625600,9900,9900,,,yes,yes,,,yes
4778,303,MC-ICP-MS U/Th,995,,Sb32-B4,calcite,,,617,6.1,6.1,,,yes,1279.4,0.2,97,1,,,245000,3000,1.12379,0.00016,1.0899,0.0002,0.816,0.408,Cheng et al. 2013,617000,6100,6100,,,yes,yes,,,yes
4779,303,MC-ICP-MS U/Th,1050,,Sb32-B3,calcite,,,622.4,5.5,5.5,,,yes,1336.1,0.2,15,1,,,1666000,131000,1.1217,0.00015,1.0882,0.0001,0.816,0.408,Cheng et al. 2013,622400,5500,5500,,,yes,yes,,,yes
4780,303,MC-ICP-MS U/Th,1050,,Sb32-B2-1,calcite,,,618.6,7.2,7.2,,,yes,1313.2,0.2,37,1,,,653000,24000,1.12146,0.0002,1.0882,0.0002,0.816,0.408,Cheng et al. 2013,618500,7200,7200,,,yes,yes,,,yes
4781,303,MC-ICP-MS U/Th,1105,,SB32-1105,calcite,,,630.4,6.8,6.8,,,yes,1281.8,0.2,22,1,,,1065000,66000,1.12536,0.00015,1.0906,0.0002,0.816,0.408,Cheng et al. 2013,630300,6800,6800,,,yes,yes,,,yes
4782,303,MC-ICP-MS U/Th,1105,,Sb32-B2,calcite,,,624.5,6.7,6.7,,,yes,1230.1,0.2,30,1,,,759000,26000,1.12461,0.00015,1.0902,0.0002,0.816,0.408,Cheng et al. 2013,624500,6700,6700,,,yes,yes,,,yes
4783,303,MC-ICP-MS U/Th,1170,,Sb32-B1,calcite,,,640.3,8.1,8.1,,,yes,959,0.2,42,1,,,426000,12000,1.11916,0.00014,1.0859,0.0002,0.816,0.408,Cheng et al. 2013,640300,8100,8100,,,yes,yes,,,yes
4784,303,MC-ICP-MS U/Th,1170,,SB32-1170,calcite,,,638.3,7.4,7.4,,,yes,1073.4,0.2,34,2,,,581000,40000,1.12107,0.00015,1.0873,0.0002,0.816,0.408,Cheng et al. 2013,638200,7400,7400,,,yes,yes,,,yes
4785,304,MC-ICP-MS U/Th,3,,Sb58-1,calcite,,,426727,1252,1252,,,yes,1655.3,0.1,77,2,,,398000,8400,1.11794,0.00016,1.10228369,0.00019376,0.816,0.408,Cheng et al. 2013,426700,1300,1300,yes,,yes,yes,yes,yes,yes
4786,304,MC-ICP-MS U/Th,5,,Sb58-2,calcite,,,427288,3014,3014,,,yes,1759.1,0.1,51,1,,,629000,11300,1.11284,0.00035,1.10228369,0.00019376,0.816,0.408,Cheng et al. 2013,427200,3000,3000,yes,,yes,yes,yes,yes,yes
4787,304,MC-ICP-MS U/Th,10,,Sb58-3,calcite,,,428052,1712,1712,,,yes,1982.3,0.1,30,4,,,1202000,141100,1.11744,0.00023,1.09840334,0.00047301,0.816,0.408,Cheng et al. 2013,428000,1700,1700,yes,,yes,yes,yes,yes,yes
4788,304,MC-ICP-MS U/Th,14,,Sb58-4,calcite,,,428885,1015,1015,,,yes,1959.1,0.1,86,2,,,420000,9200,1.11475,0.00014,1.10167172,0.0002572,0.816,0.408,Cheng et al. 2013,428800,1000,1000,yes,,yes,yes,yes,yes,yes
4789,304,MC-ICP-MS U/Th,20,,Sb58-5,calcite,,,432856,1755,1755,,,yes,1623.4,0.1,224,2,,,133000,1500,1.11235,0.00022,1.09953622,0.0001485,0.816,0.408,Cheng et al. 2013,432800,1800,1800,yes,,yes,yes,yes,yes,yes
4790,304,MC-ICP-MS U/Th,25,,Sb58-6,calcite,,,434924,1680,1680,,,yes,1464.9,0,187,2,,,143000,1700,1.11086,0.0002,1.09706828,0.00025064,0.816,0.408,Cheng et al. 2013,434900,1700,1700,yes,,yes,yes,yes,yes,yes
4791,304,MC-ICP-MS U/Th,40,,Sb58-7,calcite,,,435996,1409,1409,,,yes,2008.5,0.1,14,2,,,2639000,403700,1.11592,0.00016,1.09561915,0.0002384,0.816,0.408,Cheng et al. 2013,435900,1400,1400,yes,,yes,yes,yes,yes,yes
4792,304,MC-ICP-MS U/Th,57,,Sb58-8,calcite,,,439371,2087,2087,,,yes,2054.1,0.1,135,2,,,280000,4100,1.11474,0.00032,1.09917857,0.00020191,0.816,0.408,Cheng et al. 2013,439300,2100,2100,yes,,yes,yes,yes,yes,yes
4793,304,MC-ICP-MS U/Th,75,,Sb58-9,calcite,,,440163,1509,1509,,,yes,2025.3,0.1,128,3,,,292000,6200,1.1164,0.00019,1.0977537,0.00024212,0.816,0.408,Cheng et al. 2013,440100,1500,1500,yes,,yes,yes,yes,yes,yes
