sample_id,d18o_measurement,d18o_precision
429251,-12.7681158584477,0.08
429252,-12.6909047516181,0.08
429253,-12.6773126046086,0.08
429254,-12.9266922833319,0.08
429255,-12.9027339868386,0.08
429256,-12.9055442103333,0.08
429257,-12.9638116972971,0.08
429258,-12.9457172985683,0.08
429259,-12.9462217009951,0.08
429260,-12.9862128203007,0.08
429261,-13.0337893657544,0.08
429262,-12.9749727600578,0.08
429263,-12.9190669514146,0.08
429264,-12.9067997074262,0.08
429265,-12.9958606167416,0.08
429266,-12.9456358835179,0.08
429267,-13.054940611338,0.08
429268,-12.9703802911904,0.08
429269,-12.9251391014031,0.08
429270,-12.9139589145737,0.08
429271,-12.988102818138,0.08
429272,-13.0516794152612,0.08
429273,-12.9807376385764,0.08
429274,-13.0100593284892,0.08
429275,-12.9522220471669,0.08
429276,-12.8731433375526,0.08
429277,-13.0965510967162,0.08
429278,-12.946534587218,0.08
429279,-12.9248198847701,0.08
429280,-12.912330775923,0.08
429281,-12.9740294728901,0.08
429282,-13.0406693309171,0.08
429283,-13.1161141143381,0.08
429284,-13.0750806984588,0.08
429285,-13.0597780557738,0.08
429286,-13.0747480174856,0.08
429287,-13.0991629856429,0.08
429288,-13.2192988851497,0.08
429289,-13.1409579454183,0.08
429290,-13.0566313988681,0.08
429291,-13.1692513783384,0.08
429292,-13.1495973711404,0.08
429293,-13.2287006667933,0.08
429294,-13.1948155961084,0.08
429295,-13.1742752529534,0.08
429296,-13.1468512709953,0.08
429297,-13.0778124986868,0.08
429298,-13.0666703850414,0.08
429299,-12.9578092683517,0.08
429300,-12.8823181703729,0.08
429301,-12.9457533651731,0.08
429302,-13.0913976465525,0.08
429303,-13.211817648843,0.08
429304,-13.1300406493507,0.08
429305,-13.1059066662053,0.08
429306,-13.2971439127942,0.08
429307,-13.1593659997984,0.08
429308,-13.1540345044595,0.08
429309,-13.1178286988457,0.08
429310,-13.1092725625973,0.08
429311,-13.0017413882329,0.08
429312,-13.0378264494134,0.08
429313,-12.599887859087,0.08
429314,-13.0665966395285,0.08
429315,-12.4011598980957,0.08
429316,-12.7174726786328,0.08
429317,-13.083082497838,0.08
429318,-13.2854470073132,0.08
429319,-13.7065438963644,0.08
429320,-13.955367041166,0.08
429321,-14.3337713658698,0.08
429322,-14.5232880914726,0.08
429323,-14.6302129422367,0.08
429324,-14.6788294993846,0.08
429325,-14.7407066986794,0.08
429326,-14.479237651846,0.08
429327,-14.6690125965194,0.08
429328,-14.6057364189764,0.08
429329,-14.6121181538655,0.08
429330,-14.5606268219521,0.08
429331,-14.4441107187699,0.08
429332,-14.3919256463956,0.08
429333,-14.2319490435247,0.08
429334,-13.8711034428362,0.08
429335,-13.7091692890364,0.08
429336,-13.5481456082972,0.08
429337,-13.5662518939946,0.08
429338,-13.5173751574606,0.08
429339,-13.5317514490262,0.08
429340,-13.574252442498,0.08
429341,-13.5591910556975,0.08
429342,-13.5364519014582,0.08
429343,-13.3205274867117,0.08
429344,-13.2491777671514,0.08
429345,-13.1379625070899,0.08
429346,-13.1634143749863,0.08
429347,-13.0946216093834,0.08
429348,-13.0619740449913,0.08
429349,-13.0719575048489,0.08
429350,-12.8188127971989,0.08
429351,-12.5289887842975,0.08
429352,-12.3429853791422,0.08
429353,-12.1185011062175,0.08
429354,-12.2920396116352,0.08
429355,-12.2334733276595,0.08
429356,-12.2895003755423,0.08
429357,-12.441397658275,0.08
429358,-12.4011407062435,0.08
429359,-12.3174821342719,0.08
429360,-12.2147334784918,0.08
429361,-12.4168459524742,0.08
429362,-12.2141635852306,0.08
429363,-12.2594624612783,0.08
429364,-12.1982228789205,0.08
429365,-12.2487060619129,0.08
429366,-12.222121888314,0.08
429367,-12.2176154464506,0.08
429368,-12.1681845961595,0.08
429369,-12.1111335978966,0.08
429370,-11.9094082163064,0.08
429371,-11.7809652530631,0.08
429372,-11.8818551542707,0.08
429373,-11.8902025839822,0.08
429374,-11.8215594314613,0.08
429375,-11.4947187321511,0.08
429376,-11.2224955928095,0.08
429377,-11.1349565218393,0.08
429378,-11.1068338172088,0.08
429379,-10.9863846366879,0.08
429380,-10.738796706327,0.08
429381,-10.5831838158491,0.08
429382,-10.5039836252399,0.08
429383,-10.2411621277562,0.08
429384,-10.0778540026415,0.08
429385,-10.050885124378,0.08
429386,-9.91193533561392,0.08
429387,-9.97416769284587,0.08
429388,-9.78514999788904,0.08
429389,-9.9432299147076,0.08
429390,-9.95315681245132,0.08
429391,-9.87458724046297,0.08
429392,-9.85290167598563,0.08
429393,-9.954837620608,0.08
429394,-9.95557943423148,0.08
429395,-9.88250480933513,0.08
429396,-9.92167219665678,0.08
429397,-10.0038004728131,0.08
429398,-9.89922146714314,0.08
429399,-9.93801817411941,0.08
429400,-9.98749872119175,0.08
429401,-9.75142058701858,0.08
429402,-9.72553051025696,0.08
429403,-9.76631788183818,0.08
429404,-9.71390914495469,0.08
429405,-9.74242157336609,0.08
429406,-9.64211122348868,0.08
429407,-9.60594475204805,0.08
429408,-9.51633723659455,0.08
429409,-9.5257199632941,0.08
429410,-9.5694651852604,0.08
429411,-9.52355642595369,0.08
429412,-9.41241680491999,0.08
429413,-9.54805794529365,0.08
429414,-9.4968968568872,0.08
429415,-9.53644810120696,0.08
429416,-9.57828834536435,0.08
429417,-9.62517000633436,0.08
429418,-9.58797484401449,0.08
429419,-9.54668699358524,0.08
429420,-9.44637526743593,0.08
429421,-9.48048935685173,0.08
429422,-9.45836476412367,0.08
429423,-9.3899951514392,0.08
429424,-9.40681822652061,0.08
429425,-9.41405721067527,0.08
429426,-9.34808078386046,0.08
429427,-9.35751956659852,0.08
429428,-9.35483949473621,0.08
429429,-9.41358831466089,0.08
429430,-9.43002010179105,0.08
429431,-9.44408876566223,0.08
429432,-9.41819301517656,0.08
429433,-9.45836384952135,0.08
429434,-9.40231970627221,0.08
429435,-9.39568740231242,0.08
429436,-9.46005971443136,0.08
429437,-9.40457174619112,0.08
429438,-9.50311307323547,0.08
429439,-9.64808670194528,0.08
429440,-9.42353312709952,0.08
429441,-9.5460726875902,0.08
429442,-9.45111976744687,0.08
429443,-9.52419333378985,0.08
429444,-9.45505708674208,0.08
429445,-9.43746615371339,0.08
429446,-9.44369444600191,0.08
429447,-9.31116411108179,0.08
429448,-9.41412988584918,0.08
429449,-9.28161956165115,0.08
429450,-9.21176995031255,0.08
429451,-9.24150605782483,0.08
429452,-9.28890534168653,0.08
429453,-9.34971959741725,0.08
429454,-9.21999934878867,0.08
429455,-9.23040610903769,0.08
429456,-9.28263447899389,0.08
429457,-9.26849457945937,0.08
429458,-9.3874454451469,0.08
429459,-9.2669224496339,0.08
429460,-9.42140828582738,0.08
429461,-9.36450439046577,0.08
429462,-9.38670250099451,0.08
429463,-9.42797188200418,0.08
429464,-9.3807711974832,0.08
429465,-9.41216492676993,0.08
429466,-9.35821811114215,0.08
429467,-9.40543868351372,0.08
429468,-9.32161617680499,0.08
429469,-9.38283232710022,0.08
429470,-9.29908197065715,0.08
429471,-9.35245356605221,0.08
429472,-9.48646406465707,0.08
429473,-9.51327358689937,0.08
429474,-9.42773611916083,0.08
429475,-9.45130076107434,0.08
429476,-9.39650751393788,0.08
429477,-9.37504719874571,0.08
429478,-9.33683379073505,0.08
429479,-9.34479832925543,0.08
429480,-9.29943131490449,0.08
429481,-9.39443327964366,0.08
429482,-9.43139018979312,0.08
429483,-9.44105795220112,0.08
429484,-9.47857052479391,0.08
429485,-9.34770846915749,0.08
429486,-9.44201426454544,0.08
429487,-9.34250781793171,0.08
429488,-9.43639617925266,0.08
429489,-9.32191235277183,0.08
429490,-9.32083990132672,0.08
429491,-9.36707618363809,0.08
429492,-9.3045730347762,0.08
429493,-9.35196355529009,0.08
429494,-9.31164917537557,0.08
429495,-9.36105706844453,0.08
429496,-9.51723048775882,0.08
429497,-9.54083865165068,0.08
429498,-9.43355935158846,0.08
429499,-9.54811843208241,0.08
429500,-9.55665868635776,0.08
429501,-9.43798751496454,0.08
429502,-9.48730816229881,0.08
429503,-9.48168107843536,0.08
429504,-9.5084481888258,0.08
429505,-9.47881750772043,0.08
429506,-9.4474343252147,0.08
429507,-9.44669769381788,0.08
429508,-9.40774824352033,0.08
429509,-9.58548817143897,0.08
429510,-9.64190000097772,0.08
429511,-9.47506864453228,0.08
429512,-9.67161951410795,0.08
429513,-9.79186251158074,0.08
429514,-9.75594611982241,0.08
429515,-9.67925856079757,0.08
429516,-9.72892231391807,0.08
429517,-9.51862617473908,0.08
429518,-9.52389459778276,0.08
429519,-9.55606563571752,0.08
429520,-9.29423362195964,0.08
429521,-8.88590571090909,0.08
429522,-8.76588819153847,0.08
429523,-8.78566580958586,0.08
429524,-8.87777331106668,0.08
429525,-9.02502039860271,0.08
429526,-9.22590889851962,0.08
429527,-9.40036468146835,0.08
429528,-9.22618536325463,0.08
429529,-9.02235374773015,0.08
429530,-9.19250691051814,0.08
429531,-9.28959548951009,0.08
429532,-9.58841906531799,0.08
429533,-9.67717925947235,0.08
429534,-9.72577150501522,0.08
429535,-9.73781497644681,0.08
429536,-9.76245433535152,0.08
429537,-9.90675239945761,0.08
429538,-9.81584204077947,0.08
429539,-10.1705626914572,0.08
429540,-10.1131479724311,0.08
429541,-10.3184158481947,0.08
429542,-10.0354063532667,0.08
429543,-9.94104047676498,0.08
429544,-10.0016865917784,0.08
429545,-10.0233456104566,0.08
429546,-10.1724072582179,0.08
429547,-10.0384962909261,0.08
429548,-10.1290988834077,0.08
429549,-10.2114249358569,0.08
429550,-10.316923490333,0.08
429551,-9.9739037187291,0.08
429552,-10.0227260092655,0.08
429553,-10.1333338816651,0.08
429554,-10.1594888389721,0.08
429555,-10.2330341634436,0.08
429556,-10.4434944267228,0.08
429557,-10.4280135363487,0.08
429558,-10.2935610644828,0.08
429559,-10.4769813693458,0.08
429560,-10.3275645547944,0.08
429561,-10.3280010441619,0.08
429562,-10.381721127928,0.08
429563,-10.4273296539345,0.08
429564,-10.5147171869599,0.08
429565,-10.6847454273057,0.08
429566,-10.7851489086308,0.08
429567,-10.7802421196329,0.08
429568,-10.8252506989496,0.08
429569,-10.8037038982266,0.08
429570,-10.8265414013932,0.08
429571,-10.8727357446215,0.08
429572,-10.891418215842,0.08
429573,-10.7982299963261,0.08
429574,-10.9370209873756,0.08
429575,-10.7664193968958,0.08
429576,-10.7266647737859,0.08
429577,-10.723060594886,0.08
429578,-10.6472409342763,0.08
429579,-10.7760425529748,0.08
429580,-10.6488759380474,0.08
429581,-10.6574279466277,0.08
429582,-10.6798494270956,0.08
429583,-10.6482330349758,0.08
429584,-10.7398599031259,0.08
429585,-10.7079879956985,0.08
429586,-10.753141450698,0.08
429587,-10.8671498928351,0.08
429588,-10.7014006260256,0.08
429589,-10.8263657603873,0.08
429590,-10.9038903991243,0.08
429591,-10.9125965858545,0.08
429592,-10.9128262094293,0.08
429593,-10.877496554405,0.08
429594,-10.9686196774395,0.08
429595,-10.9398379499725,0.08
429596,-11.0735379513232,0.08
429597,-11.0442616750612,0.08
429598,-11.1522399482121,0.08
429599,-11.0224699576978,0.08
429600,-11.1580708702783,0.08
429601,-11.1203473462132,0.08
429602,-11.282001299673,0.08
429603,-11.3563004782598,0.08
429604,-11.4308240883379,0.08
429605,-11.7539663824259,0.08
429606,-11.655191472079,0.08
429607,-11.7392078106998,0.08
429608,-11.6183942270245,0.08
429609,-11.7193272084992,0.08
429610,-11.590291910089,0.08
429611,-11.5746171179454,0.08
429612,-11.6448038303073,0.08
429613,-11.6598820907704,0.08
429614,-11.6021133083798,0.08
429615,-11.5523383309395,0.08
429616,-11.3737744306339,0.08
429617,-11.4510119717188,0.08
429618,-11.4222796990374,0.08
429619,-11.4564667348823,0.08
429620,-11.4487210448582,0.08
429621,-11.3416743850404,0.08
429622,-11.3526401209547,0.08
429623,-11.3365891995402,0.08
429624,-11.3767215474238,0.08
429625,-11.2870811221586,0.08
429626,-11.2647292830087,0.08
429627,-11.3658924065837,0.08
429628,-11.3405661144137,0.08
429629,-11.2611951141204,0.08
429630,-11.3330794685393,0.08
429631,-11.4115504823293,0.08
429632,-11.4724754779396,0.08
429633,-11.3785764826311,0.08
429634,-11.3554598612045,0.08
429635,-11.3800728841672,0.08
429636,-11.3608206432011,0.08
429637,-11.3095332621969,0.08
429638,-11.318570518765,0.08
429639,-11.451730835827,0.08
429640,-11.3621221530998,0.08
429641,-11.3246516723651,0.08
429642,-11.4107683937234,0.08
429643,-11.6511808147076,0.08
429644,-11.4165389901045,0.08
429645,-11.5963720194965,0.08
429646,-11.5259702395173,0.08
429647,-11.5326026439643,0.08
429648,-11.6982911710563,0.08
429649,-11.7273210426116,0.08
429650,-11.7541228933713,0.08
429651,-11.8111569549657,0.08
429652,-11.7972134603609,0.08
429653,-11.8822849620277,0.08
429654,-11.9287658560347,0.08
429655,-11.8862643119414,0.08
429656,-12.0021256237034,0.08
429657,-11.9974752412635,0.08
429658,-12.0258822016148,0.08
429659,-12.0407748468287,0.08
429660,-12.0454419848093,0.08
429661,-11.9643666177588,0.08
429662,-12.0459660442962,0.08
429663,-12.0992441724374,0.08
429664,-12.0297486111972,0.08
429665,-12.0297937466909,0.08
429666,-12.0494351914511,0.08
429667,-12.0458239991912,0.08
429668,-12.0291495579303,0.08
429669,-11.9849023957976,0.08
429670,-12.2155056459091,0.08
429671,-12.1621680326116,0.08
429672,-12.2867734662299,0.08
429673,-12.2675547363454,0.08
429674,-12.2681305407877,0.08
429675,-12.3250316887952,0.08
429676,-12.3568824308694,0.08
429677,-12.4619555628633,0.08
429678,-12.404046359041,0.08
429679,-12.3529213731536,0.08
429680,-12.3333343694372,0.08
429681,-12.2401602098943,0.08
429682,-12.2447482083653,0.08
429683,-12.1943060534485,0.08
429684,-12.1675241472522,0.08
429685,-12.017780036673,0.08
429686,-12.0028286311236,0.08
429687,-12.0122564828032,0.08
429688,-11.8465172253165,0.08
429689,-12.1034743338355,0.08
429690,-12.0964076479547,0.08
429691,-12.2151667957532,0.08
429692,-12.3450991526922,0.08
429693,-12.4151596474753,0.08
429694,-14.26,0.08
429695,-14.45,0.08
429696,-14.32,0.08
429697,-14.19,0.08
429698,-14.44,0.08
429699,-14.62,0.08
429700,-14.56,0.08
429701,-14.63,0.08
429702,-14.47,0.08
429703,-14.58,0.08
429704,-14.56,0.08
429705,-14.67,0.08
429706,-14.58,0.08
429707,-14.64,0.08
429708,-14.86,0.08
429709,-14.76,0.08
429710,-14.79,0.08
429711,-14.85,0.08
429712,-14.74,0.08
429713,-14.77,0.08
429714,-14.95,0.08
429715,-14.57,0.08
429716,-14.41,0.08
429717,-14.43,0.08
429718,-14.56,0.08
429719,-14.61,0.08
429720,-14.73,0.08
429721,-14.8,0.08
429722,-14.7,0.08
429723,-14.63,0.08
429724,-14.77,0.08
429725,-14.58,0.08
429726,-14.68,0.08
429727,-14.68,0.08
429728,-14.78,0.08
429729,-14.89,0.08
429730,-14.65,0.08
429731,-14.43,0.08
429732,-14.78,0.08
429733,-14.65,0.08
429734,-14.59,0.08
429735,-14.77,0.08
429736,-14.78,0.08
429737,-14.76,0.08
429738,-14.78,0.08
429739,-14.56,0.08
429740,-14.47,0.08
429741,-14.47,0.08
429742,-14.76,0.08
429743,-14.57,0.08
429744,-14.45,0.08
429745,-14.58,0.08
429746,-14.54,0.08
429747,-14.47,0.08
429748,-14.53,0.08
429749,-14.47,0.08
429750,-14.65,0.08
429751,-14.48,0.08
429752,-14.48,0.08
429753,-14.74,0.08
429754,-14.76,0.08
429755,-14.67,0.08
429756,-14.68,0.08
429757,-14.73,0.08
429758,-14.78,0.08
429759,-14.67,0.08
429760,-14.66,0.08
429761,-14.47,0.08
429762,-14.61,0.08
429763,-14.59,0.08
429764,-14.52,0.08
429765,-14.72,0.08
429766,-14.81,0.08
429767,-14.86,0.08
429768,-14.83,0.08
429769,-14.74,0.08
429770,-14.85,0.08
429771,-14.56,0.08
429772,-14.77,0.08
429773,-14.75,0.08
429774,-14.7,0.08
429775,-14.71,0.08
429776,-14.68,0.08
429777,-14.89,0.08
429778,-14.93,0.08
429779,-14.76,0.08
429780,-14.88,0.08
429781,-14.79,0.08
429782,-14.73,0.08
429783,-14.72,0.08
429784,-14.74,0.08
429785,-14.57,0.08
429786,-14.73,0.08
429787,-14.66,0.08
429788,-14.84,0.08
429789,-14.91,0.08
429790,-14.82,0.08
429791,-14.61,0.08
429792,-14.75,0.08
429793,-14.81,0.08
429794,-14.93,0.08
429795,-14.91,0.08
429796,-15.01,0.08
429797,-14.92,0.08
429798,-14.97,0.08
429799,-15.07,0.08
429800,-15.14,0.08
429801,-14.89,0.08
429802,-14.94,0.08
429803,-14.89,0.08
429804,-14.74,0.08
429805,-14.55,0.08
429806,-14.8,0.08
429807,-15.02,0.08
429808,-15.12,0.08
429809,-14.81,0.08
429810,-14.57,0.08
429811,-14.72,0.08
429812,-14.9,0.08
429813,-15,0.08
429814,-15.02,0.08
429815,-15.01,0.08
429816,-15.13,0.08
429817,-15.18,0.08
429818,-14.99,0.08
429819,-15.17,0.08
429820,-15.16,0.08
429821,-15.21,0.08
429822,-15.22,0.08
429823,-15.16,0.08
429824,-15.12,0.08
429825,-14.94,0.08
429826,-15.09,0.08
429827,-15.07,0.08
429828,-15.13,0.08
429829,-15.16,0.08
429830,-15.37,0.08
429831,-15.11,0.08
429832,-14.98,0.08
429833,-15.07,0.08
429834,-14.75,0.08
429835,-14.86,0.08
429836,-14.89,0.08
429837,-14.9,0.08
429838,-14.99,0.08
429839,-15.03,0.08
429840,-14.9,0.08
429841,-14.88,0.08
429842,-14.9,0.08
429843,-14.86,0.08
429845,-14.96,0.08
429846,-15.06,0.08
429847,-15.13,0.08
429848,-15.14,0.08
429849,-15.14,0.08
429850,-15.2,0.08
429851,-15.26,0.08
429852,-15.15,0.08
429853,-14.95,0.08
429855,-15,0.08
429856,-15.08,0.08
429857,-14.95,0.08
429858,-15.03,0.08
429859,-15.06,0.08
429860,-15.06,0.08
429861,-15.09,0.08
429862,-15.13,0.08
429863,-14.86,0.08
429864,-15.12,0.08
429865,-15.22,0.08
429866,-15.01,0.08
429867,-15.1,0.08
429868,-15.3,0.08
429869,-15.14,0.08
429870,-15.16,0.08
429871,-15.14,0.08
429872,-15.1,0.08
429873,-15.33,0.08
429874,-15.22,0.08
429875,-14.85,0.08
429876,-14.96,0.08
429877,-15.01,0.08
429878,-15.04,0.08
429879,-15.06,0.08
429880,-14.88,0.08
429881,-14.7,0.08
429882,-15,0.08
429883,-14.98,0.08
429884,-15.13,0.08
429885,-15.03,0.08
429886,-15.12,0.08
429887,-15.11,0.08
429888,-15.29,0.08
429889,-15.19,0.08
429890,-14.82,0.08
429891,-15.24,0.08
429892,-15.09,0.08
429893,-14.97,0.08
429894,-15.16,0.08
429895,-15.17,0.08
429896,-15.12,0.08
429897,-14.9,0.08
429898,-15.11,0.08
429899,-15.23,0.08
429900,-15.22,0.08
429901,-15.18,0.08
429902,-15.15,0.08
429903,-15.05,0.08
429904,-14.91,0.08
429905,-14.94,0.08
429906,-14.87,0.08
429907,-14.83,0.08
429908,-14.93,0.08
429909,-15.01,0.08
429910,-15,0.08
429911,-15.17,0.08
429912,-14.92,0.08
429913,-15.18,0.08
429914,-15.23,0.08
429915,-15.02,0.08
429916,-15.01,0.08
429917,-15,0.08
429918,-14.92,0.08
429919,-15.14,0.08
429920,-15.1,0.08
429921,-15,0.08
429922,-15.19,0.08
429923,-15.25,0.08
429924,-15.24,0.08
429925,-15.19,0.08
429926,-15.21,0.08
429927,-15.18,0.08
429928,-15.1,0.08
429929,-15.08,0.08
429930,-15.03,0.08
429931,-15.02,0.08
429932,-15.04,0.08
429933,-15.05,0.08
429934,-15,0.08
429935,-14.75,0.08
429936,-14.98,0.08
429937,-15.05,0.08
429938,-15.2,0.08
429939,-15.06,0.08
429940,-15.15,0.08
429941,-15.12,0.08
429942,-15.23,0.08
429943,-15.01,0.08
429944,-15.19,0.08
429945,-15,0.08
429946,-14.87,0.08
429947,-14.86,0.08
429948,-14.83,0.08
429949,-14.89,0.08
429950,-14.94,0.08
429951,-15.06,0.08
429952,-15,0.08
429953,-15.05,0.08
429954,-15.01,0.08
429955,-14.94,0.08
429956,-14.86,0.08
429957,-15.01,0.08
429958,-14.99,0.08
429959,-14.79,0.08
429960,-14.87,0.08
429961,-14.96,0.08
429962,-14.76,0.08
429963,-14.81,0.08
429964,-14.88,0.08
429965,-14.74,0.08
429966,-14.83,0.08
429967,-15.01,0.08
429968,-15.04,0.08
429969,-14.88,0.08
429970,-14.63,0.08
429971,-14.88,0.08
429972,-15.03,0.08
429973,-15.08,0.08
429974,-15.01,0.08
429975,-15.1,0.08
429980,-14.84,0.08
429981,-15.12,0.08
429982,-15.04,0.08
429983,-14.74,0.08
429984,-14.78,0.08
429985,-14.77,0.08
429986,-14.85,0.08
429987,-14.85,0.08
429988,-14.86,0.08
429989,-14.92,0.08
429990,-14.77,0.08
429991,-14.93,0.08
429992,-14.94,0.08
429993,-14.94,0.08
429994,-14.91,0.08
429995,-14.79,0.08
429996,-14.71,0.08
429997,-14.73,0.08
429998,-14.75,0.08
429999,-14.64,0.08
430000,-14.9,0.08
430001,-14.81,0.08
430002,-14.84,0.08
430003,-14.74,0.08
430004,-14.73,0.08
430005,-14.66,0.08
430006,-14.5,0.08
430007,-14.57,0.08
430008,-14.37,0.08
430009,-14.36,0.08
430010,-14.5,0.08
430011,-14.49,0.08
430012,-14.64,0.08
430013,-14.51,0.08
430014,-14.66,0.08
430015,-14.65,0.08
430016,-14.73,0.08
430017,-14.79,0.08
430018,-14.66,0.08
430019,-14.73,0.08
430020,-14.56,0.08
430021,-14.63,0.08
430022,-14.59,0.08
430023,-14.56,0.08
430025,-14.51,0.08
430026,-14.82,0.08
430027,-14.65,0.08
430028,-14.68,0.08
430029,-14.76,0.08
430030,-14.85,0.08
430031,-14.7,0.08
430033,-14.86,0.08
430034,-14.79,0.08
430035,-14.67,0.08
430036,-14.51,0.08
430037,-14.58,0.08
430038,-14.79,0.08
430039,-14.86,0.08
430040,-14.97,0.08
430041,-15.1,0.08
430042,-14.88,0.08
430043,-14.98,0.08
430044,-14.91,0.08
430045,-14.95,0.08
430046,-14.81,0.08
430047,-14.85,0.08
430048,-14.84,0.08
430049,-14.6,0.08
430050,-14.64,0.08
430051,-14.56,0.08
430052,-14.72,0.08
430053,-14.74,0.08
430054,-14.57,0.08
430055,-14.52,0.08
430056,-14.59,0.08
430057,-14.77,0.08
430058,-14.91,0.08
430059,-14.92,0.08
430060,-14.93,0.08
430061,-15.02,0.08
430062,-14.83,0.08
430063,-14.8,0.08
430064,-14.67,0.08
430065,-14.57,0.08
430066,-14.83,0.08
430067,-14.92,0.08
430068,-14.66,0.08
430069,-14.69,0.08
430070,-14.57,0.08
430071,-14.73,0.08
430072,-14.92,0.08
430073,-15.21,0.08
430074,-14.61,0.08
430075,-14.64,0.08
430076,-14.96,0.08
430078,-15.08,0.08
430079,-15.01,0.08
430080,-14.88,0.08
430081,-14.87,0.08
430082,-14.68,0.08
430083,-14.79,0.08
430084,-14.88,0.08
430085,-14.95,0.08
430086,-14.88,0.08
430087,-14.73,0.08
430088,-14.72,0.08
430089,-14.7,0.08
430090,-14.92,0.08
430091,-14.75,0.08
430092,-14.76,0.08
430093,-14.69,0.08
430094,-14.85,0.08
430095,-14.9,0.08
430096,-14.81,0.08
430097,-14.92,0.08
430098,-14.7,0.08
430099,-14.7,0.08
430100,-14.71,0.08
430101,-14.71,0.08
430102,-14.53,0.08
430103,-14.56,0.08
430104,-14.52,0.08
430105,-14.54,0.08
430106,-14.77,0.08
430107,-14.74,0.08
430108,-14.84,0.08
430109,-14.77,0.08
430110,-14.8,0.08
430111,-14.59,0.08
430112,-14.62,0.08
430113,-14.67,0.08
430114,-14.67,0.08
430115,-14.75,0.08
430116,-14.82,0.08
430117,-14.58,0.08
430118,-14.61,0.08
430119,-14.53,0.08
430120,-14.58,0.08
430121,-14.64,0.08
430122,-14.54,0.08
430123,-14.54,0.08
430124,-14.57,0.08
430125,-14.56,0.08
430126,-14.55,0.08
430127,-14.68,0.08
430128,-14.64,0.08
430129,-14.52,0.08
430130,-14.61,0.08
430131,-14.44,0.08
430132,-14.49,0.08
430133,-14.46,0.08
430134,-14.55,0.08
430135,-14.46,0.08
430136,-14.6,0.08
430137,-14.55,0.08
430138,-14.49,0.08
430139,-14.51,0.08
430140,-14.53,0.08
430141,-14.52,0.08
430142,-14.41,0.08
430143,-14.57,0.08
430144,-14.66,0.08
430145,-14.36,0.08
430146,-14.4,0.08
430148,-14.4,0.08
430149,-14.72,0.08
430150,-14.57,0.08
430151,-14.42,0.08
430152,-14.54,0.08
430153,-14.38,0.08
430154,-14.26,0.08
430155,-14.33,0.08
430156,-14.5,0.08
430157,-14.33,0.08
430158,-14.38,0.08
430159,-14.33,0.08
430160,-14.16,0.08
430161,-14.2,0.08
430162,-14.29,0.08
430163,-14.27,0.08
430164,-14.28,0.08
430165,-14.19,0.08
430166,-14.13,0.08
430167,-14.16,0.08
430168,-14.13,0.08
430169,-14.18,0.08
430170,-14.28,0.08
430171,-14.24,0.08
430172,-14.22,0.08
430173,-14.21,0.08
430174,-14.12,0.08
430175,-14.11,0.08
430176,-14.21,0.08
430177,-14.27,0.08
430178,-14.27,0.08
430179,-14.26,0.08
430180,-14.19,0.08
430181,-14.17,0.08
430182,-14.23,0.08
430183,-14.14,0.08
430184,-14.11,0.08
430185,-14.06,0.08
430186,-14.04,0.08
430187,-14.14,0.08
430188,-14.01,0.08
430189,-14.03,0.08
430190,-14.02,0.08
430191,-14.27,0.08
430192,-14.21,0.08
430193,-14.28,0.08
430194,-14.13,0.08
430195,-14.28,0.08
430196,-14.09,0.08
430197,-14.07,0.08
430198,-14.27,0.08
430199,-14.22,0.08
430200,-14.22,0.08
430201,-14.26,0.08
430202,-14.22,0.08
430203,-14.24,0.08
430204,-14.24,0.08
430205,-14.22,0.08
430206,-14.32,0.08
430207,-14.41,0.08
430208,-14.5,0.08
430209,-14.55,0.08
430210,-14.56,0.08
430211,-14.51,0.08
430212,-14.45,0.08
430213,-14.41,0.08
430214,-14.5,0.08
430215,-14.33,0.08
430216,-14.36,0.08
430217,-14.27,0.08
430218,-14.18,0.08
430219,-14.23,0.08
430220,-14.22,0.08
430221,-14.24,0.08
430222,-14.31,0.08
430223,-14.27,0.08
430224,-14.44,0.08
430225,-14.33,0.08
430226,-14.24,0.08
430227,-14.27,0.08
430228,-14.31,0.08
430229,-14.26,0.08
430230,-14.37,0.08
430231,-14.2,0.08
430232,-14.24,0.08
430233,-14.23,0.08
430234,-14.24,0.08
430235,-14.33,0.08
430236,-14.31,0.08
430237,-14.3,0.08
430238,-14.17,0.08
430239,-14.03,0.08
430240,-14.09,0.08
430241,-14.24,0.08
430242,-14.38,0.08
430243,-14.47,0.08
430244,-14.44,0.08
430245,-14.47,0.08
430246,-14.46,0.08
430247,-14.4,0.08
430248,-14.35,0.08
430249,-14.36,0.08
430250,-14.38,0.08
430251,-14.15,0.08
430252,-14.27,0.08
430253,-14.37,0.08
430254,-14.51,0.08
430255,-14.37,0.08
430256,-14.29,0.08
430257,-14.47,0.08
430258,-14.5,0.08
430259,-14.62,0.08
430260,-14.64,0.08
430261,-14.65,0.08
430262,-14.58,0.08
430263,-14.49,0.08
430264,-14.39,0.08
430265,-14.45,0.08
430266,-14.56,0.08
430267,-14.6,0.08
430268,-14.54,0.08
430269,-14.39,0.08
430270,-14.48,0.08
430271,-14.49,0.08
430272,-14.51,0.08
430273,-14.83,0.08
430274,-14.72,0.08
430275,-14.59,0.08
430276,-14.62,0.08
430277,-14.65,0.08
430278,-14.58,0.08
430279,-14.5,0.08
430280,-14.41,0.08
430281,-14.18,0.08
