sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
329703,116561.417388,,,linear between dates,not applicable,not applicable
329704,116811.422508,,,linear between dates,not applicable,not applicable
329705,117186.232927,,,linear between dates,not applicable,not applicable
329706,117561.043346,,,linear between dates,not applicable,not applicable
329707,117935.853766,,,linear between dates,not applicable,not applicable
329708,118310.664185,,,linear between dates,not applicable,not applicable
329709,118685.474604,,,linear between dates,not applicable,not applicable
329710,119060.285023,,,linear between dates,not applicable,not applicable
329711,119435.095443,,,linear between dates,not applicable,not applicable
329712,119809.905862,,,linear between dates,not applicable,not applicable
329713,120184.716281,,,linear between dates,not applicable,not applicable
329714,120559.5267,,,linear between dates,not applicable,not applicable
329715,120934.33712,,,linear between dates,not applicable,not applicable
329716,121056.344699,,,linear between dates,not applicable,not applicable
329717,121178.352278,,,linear between dates,not applicable,not applicable
329718,121300.359857,,,linear between dates,not applicable,not applicable
329719,121422.367436,,,linear between dates,not applicable,not applicable
329720,121544.375015,,,linear between dates,not applicable,not applicable
329721,121666.382594,,,linear between dates,not applicable,not applicable
329722,121788.390173,,,linear between dates,not applicable,not applicable
329723,121910.397752,,,linear between dates,not applicable,not applicable
329724,122032.405331,,,linear between dates,not applicable,not applicable
329725,122154.41291,,,linear between dates,not applicable,not applicable
329726,122276.420489,,,linear between dates,not applicable,not applicable
329727,122398.428068,,,linear between dates,not applicable,not applicable
329728,122520.435647,,,linear between dates,not applicable,not applicable
329729,122642.443226,,,linear between dates,not applicable,not applicable
329730,122764.450805,,,linear between dates,not applicable,not applicable
329731,122886.458384,,,linear between dates,not applicable,not applicable
329732,123008.465963,,,linear between dates,not applicable,not applicable
329733,123130.473542,,,linear between dates,not applicable,not applicable
329734,123252.481121,,,linear between dates,not applicable,not applicable
329735,123374.488699,,,linear between dates,not applicable,not applicable
329736,123496.496278,,,linear between dates,not applicable,not applicable
329737,123618.503857,,,linear between dates,not applicable,not applicable
329738,123740.511436,,,linear between dates,not applicable,not applicable
329739,123862.519015,,,linear between dates,not applicable,not applicable
329740,123984.526594,,,linear between dates,not applicable,not applicable
329741,124106.534173,,,linear between dates,not applicable,not applicable
329742,124228.541752,,,linear between dates,not applicable,not applicable
329743,124350.549331,,,linear between dates,not applicable,not applicable
329744,124472.55691,,,linear between dates,not applicable,not applicable
329745,124594.564489,,,linear between dates,not applicable,not applicable
329746,124838.579647,,,linear between dates,not applicable,not applicable
329747,124960.587226,,,linear between dates,not applicable,not applicable
329748,125082.594805,,,linear between dates,not applicable,not applicable
329749,125204.602384,,,linear between dates,not applicable,not applicable
329750,125326.609963,,,linear between dates,not applicable,not applicable
329751,125448.617542,,,linear between dates,not applicable,not applicable
329752,125570.625121,,,linear between dates,not applicable,not applicable
329753,125692.6327,,,linear between dates,not applicable,not applicable
329754,125814.640279,,,linear between dates,not applicable,not applicable
329755,125936.647858,,,linear between dates,not applicable,not applicable
329756,126058.655437,,,linear between dates,not applicable,not applicable
329757,126180.663016,,,linear between dates,not applicable,not applicable
329758,126302.670595,,,linear between dates,not applicable,not applicable
329759,126424.678174,,,linear between dates,not applicable,not applicable
329760,126546.685753,,,linear between dates,not applicable,not applicable
329761,126668.693332,,,linear between dates,not applicable,not applicable
329762,126790.700911,,,linear between dates,not applicable,not applicable
329763,126912.70849,,,linear between dates,not applicable,not applicable
329764,127034.716069,,,linear between dates,not applicable,not applicable
329765,127156.723648,,,linear between dates,not applicable,not applicable
329766,127278.731227,,,linear between dates,not applicable,not applicable
329767,127400.738806,,,linear between dates,not applicable,not applicable
329768,127522.746385,,,linear between dates,not applicable,not applicable
329769,127644.753964,,,linear between dates,not applicable,not applicable
329770,127766.761543,,,linear between dates,not applicable,not applicable
329771,127887.324234,,,linear between dates,not applicable,not applicable
329772,128007.886925,,,linear between dates,not applicable,not applicable
329773,128128.449617,,,linear between dates,not applicable,not applicable
329774,128249.012308,,,linear between dates,not applicable,not applicable
329775,128369.574999,,,linear between dates,not applicable,not applicable
329776,128490.13769,,,linear between dates,not applicable,not applicable
329777,128610.700381,,,linear between dates,not applicable,not applicable
329778,128731.263072,,,linear between dates,not applicable,not applicable
329779,128851.825763,,,linear between dates,not applicable,not applicable
329780,128972.388454,,,linear between dates,not applicable,not applicable
329781,129092.951146,,,linear between dates,not applicable,not applicable
329782,129213.513837,,,linear between dates,not applicable,not applicable
329783,129334.076528,,,linear between dates,not applicable,not applicable
329784,129454.639219,,,linear between dates,not applicable,not applicable
329785,129512.097722,,,linear between dates,not applicable,not applicable
329786,129569.556226,,,linear between dates,not applicable,not applicable
329787,129627.014729,,,linear between dates,not applicable,not applicable
329788,129684.473232,,,linear between dates,not applicable,not applicable
329789,129741.931736,,,linear between dates,not applicable,not applicable
329790,129799.390239,,,linear between dates,not applicable,not applicable
329791,129856.848742,,,linear between dates,not applicable,not applicable
329792,129914.307246,,,linear between dates,not applicable,not applicable
329793,129971.765749,,,linear between dates,not applicable,not applicable
329794,130029.224252,,,linear between dates,not applicable,not applicable
329795,130086.682756,,,linear between dates,not applicable,not applicable
329796,130144.141259,,,linear between dates,not applicable,not applicable
329797,130201.599763,,,linear between dates,not applicable,not applicable
329798,130259.058266,,,linear between dates,not applicable,not applicable
329799,130316.516769,,,linear between dates,not applicable,not applicable
329800,130373.975273,,,linear between dates,not applicable,not applicable
329801,130431.433776,,,linear between dates,not applicable,not applicable
329802,130488.892279,,,linear between dates,not applicable,not applicable
329803,130546.350783,,,linear between dates,not applicable,not applicable
329804,130603.809286,,,linear between dates,not applicable,not applicable
329805,130661.267789,,,linear between dates,not applicable,not applicable
329806,130718.726293,,,linear between dates,not applicable,not applicable
329807,131042.17748,,,linear between dates,not applicable,not applicable
329808,131365.628668,,,linear between dates,not applicable,not applicable
329809,131689.079855,,,linear between dates,not applicable,not applicable
329810,132012.531043,,,linear between dates,not applicable,not applicable
329811,132335.982231,,,linear between dates,not applicable,not applicable
329812,132659.433418,,,linear between dates,not applicable,not applicable
329813,132982.884606,,,linear between dates,not applicable,not applicable
329814,133306.335793,,,linear between dates,not applicable,not applicable
329815,133629.786981,,,linear between dates,not applicable,not applicable
329816,133953.238169,,,linear between dates,not applicable,not applicable
329817,134256.222732,,,linear between dates,not applicable,not applicable
329818,134559.207295,,,linear between dates,not applicable,not applicable
329819,134862.191859,,,linear between dates,not applicable,not applicable
329820,135165.176422,,,linear between dates,not applicable,not applicable
329821,135468.160985,,,linear between dates,not applicable,not applicable
329822,135771.145549,,,linear between dates,not applicable,not applicable
329823,136074.130112,,,linear between dates,not applicable,not applicable
329824,136377.114675,,,linear between dates,not applicable,not applicable
329825,136680.099239,,,linear between dates,not applicable,not applicable
329826,136983.083802,,,linear between dates,not applicable,not applicable
329827,137286.068365,,,linear between dates,not applicable,not applicable
329828,137589.052929,,,linear between dates,not applicable,not applicable
329829,137892.037492,,,linear between dates,not applicable,not applicable
329830,138195.022055,,,linear between dates,not applicable,not applicable
329831,138498.006619,,,linear between dates,not applicable,not applicable
329832,138800.991182,,,linear between dates,not applicable,not applicable
329833,139103.975746,,,linear between dates,not applicable,not applicable
329834,139406.960309,,,linear between dates,not applicable,not applicable
329835,134720,,,linear between dates,not applicable,not applicable
329836,134725,,,linear between dates,not applicable,not applicable
329837,134730,,,linear between dates,not applicable,not applicable
329838,134740,,,linear between dates,not applicable,not applicable
329839,134750,,,linear between dates,not applicable,not applicable
329840,134760,,,linear between dates,not applicable,not applicable
329841,135100,,,linear between dates,not applicable,not applicable
329842,135430,,,linear between dates,not applicable,not applicable
329843,135770,,,linear between dates,not applicable,not applicable
329844,136110,,,linear between dates,not applicable,not applicable
329845,136450,,,linear between dates,not applicable,not applicable
329846,136790,,,linear between dates,not applicable,not applicable
329847,137130,,,linear between dates,not applicable,not applicable
329848,137470,,,linear between dates,not applicable,not applicable
329849,137810,,,linear between dates,not applicable,not applicable
329850,138150,,,linear between dates,not applicable,not applicable
329851,138490,,,linear between dates,not applicable,not applicable
329852,138820,,,linear between dates,not applicable,not applicable
329853,139160,,,linear between dates,not applicable,not applicable
329854,139500,,,linear between dates,not applicable,not applicable
329855,139960,,,linear between dates,not applicable,not applicable
329856,140410,,,linear between dates,not applicable,not applicable
329857,140870,,,linear between dates,not applicable,not applicable
329858,141320,,,linear between dates,not applicable,not applicable
329859,141770,,,linear between dates,not applicable,not applicable
329860,142230,,,linear between dates,not applicable,not applicable
329861,142680,,,linear between dates,not applicable,not applicable
329862,143140,,,linear between dates,not applicable,not applicable
329863,143590,,,linear between dates,not applicable,not applicable
329864,144050,,,linear between dates,not applicable,not applicable
329865,145340,,,linear between dates,not applicable,not applicable
329866,146630,,,linear between dates,not applicable,not applicable
329867,147930,,,linear between dates,not applicable,not applicable
329868,149200,,,linear between dates,not applicable,not applicable
329869,150470,,,linear between dates,not applicable,not applicable
329870,151740,,,linear between dates,not applicable,not applicable
329871,153000,,,linear between dates,not applicable,not applicable
329872,154270,,,linear between dates,not applicable,not applicable
329873,155540,,,linear between dates,not applicable,not applicable
329874,156810,,,linear between dates,not applicable,not applicable
329875,158080,,,linear between dates,not applicable,not applicable
329876,158730,,,linear between dates,not applicable,not applicable
329877,159390,,,linear between dates,not applicable,not applicable
329878,160040,,,linear between dates,not applicable,not applicable
329879,160690,,,linear between dates,not applicable,not applicable
329880,161330,,,linear between dates,not applicable,not applicable
329881,161970,,,linear between dates,not applicable,not applicable
329882,162620,,,linear between dates,not applicable,not applicable
329883,163260,,,linear between dates,not applicable,not applicable
329884,163900,,,linear between dates,not applicable,not applicable
329885,164400,,,linear between dates,not applicable,not applicable
329886,164900,,,linear between dates,not applicable,not applicable
329887,165400,,,linear between dates,not applicable,not applicable
329888,165900,,,linear between dates,not applicable,not applicable
329889,166400,,,linear between dates,not applicable,not applicable
329890,166890,,,linear between dates,not applicable,not applicable
329891,167390,,,linear between dates,not applicable,not applicable
329892,167890,,,linear between dates,not applicable,not applicable
329893,168240,,,linear between dates,not applicable,not applicable
329894,168580,,,linear between dates,not applicable,not applicable
329895,168930,,,linear between dates,not applicable,not applicable
329896,169270,,,linear between dates,not applicable,not applicable
329897,169620,,,linear between dates,not applicable,not applicable
329898,169960,,,linear between dates,not applicable,not applicable
329899,170310,,,linear between dates,not applicable,not applicable
329900,170650,,,linear between dates,not applicable,not applicable
329901,171000,,,linear between dates,not applicable,not applicable
329902,171340,,,linear between dates,not applicable,not applicable
329903,171690,,,linear between dates,not applicable,not applicable
329904,172030,,,linear between dates,not applicable,not applicable
329905,172380,,,linear between dates,not applicable,not applicable
329906,172720,,,linear between dates,not applicable,not applicable
329907,173070,,,linear between dates,not applicable,not applicable
329908,173410,,,linear between dates,not applicable,not applicable
329909,173750,,,linear between dates,not applicable,not applicable
329910,174100,,,linear between dates,not applicable,not applicable
329911,174440,,,linear between dates,not applicable,not applicable
329912,174790,,,linear between dates,not applicable,not applicable
329913,175130,,,linear between dates,not applicable,not applicable
329914,175480,,,linear between dates,not applicable,not applicable
329915,175820,,,linear between dates,not applicable,not applicable
329916,176170,,,linear between dates,not applicable,not applicable
329917,176840,,,linear between dates,not applicable,not applicable
329918,177520,,,linear between dates,not applicable,not applicable
329919,178190,,,linear between dates,not applicable,not applicable
329920,178860,,,linear between dates,not applicable,not applicable
329921,179540,,,linear between dates,not applicable,not applicable
329922,180210,,,linear between dates,not applicable,not applicable
329923,180510,,,linear between dates,not applicable,not applicable
329924,180810,,,linear between dates,not applicable,not applicable
329925,181110,,,linear between dates,not applicable,not applicable
329926,181410,,,linear between dates,not applicable,not applicable
329927,181710,,,linear between dates,not applicable,not applicable
329928,182020,,,linear between dates,not applicable,not applicable
329929,182320,,,linear between dates,not applicable,not applicable
329930,182620,,,linear between dates,not applicable,not applicable
329931,182920,,,linear between dates,not applicable,not applicable
329932,183220,,,linear between dates,not applicable,not applicable
329933,183520,,,linear between dates,not applicable,not applicable
329934,183820,,,linear between dates,not applicable,not applicable
329935,184120,,,linear between dates,not applicable,not applicable
329936,184420,,,linear between dates,not applicable,not applicable
329937,184730,,,linear between dates,not applicable,not applicable
329938,185030,,,linear between dates,not applicable,not applicable
329939,185330,,,linear between dates,not applicable,not applicable
329940,185630,,,linear between dates,not applicable,not applicable
329941,185930,,,linear between dates,not applicable,not applicable
329942,186230,,,linear between dates,not applicable,not applicable
329943,186530,,,linear between dates,not applicable,not applicable
329944,186830,,,linear between dates,not applicable,not applicable
329945,187130,,,linear between dates,not applicable,not applicable
329946,187430,,,linear between dates,not applicable,not applicable
329947,187740,,,linear between dates,not applicable,not applicable
329948,188040,,,linear between dates,not applicable,not applicable
329949,123045,,,linear between dates,not applicable,not applicable
329950,123211.666667,,,linear between dates,not applicable,not applicable
329951,123396.851852,,,linear between dates,not applicable,not applicable
329952,123582.037037,,,linear between dates,not applicable,not applicable
329953,123767.222222,,,linear between dates,not applicable,not applicable
329954,123952.407407,,,linear between dates,not applicable,not applicable
329955,124045,,,linear between dates,not applicable,not applicable
329956,124093.913043,,,linear between dates,not applicable,not applicable
329957,124191.73913,,,linear between dates,not applicable,not applicable
329958,124289.565217,,,linear between dates,not applicable,not applicable
329959,124387.391304,,,linear between dates,not applicable,not applicable
329960,124485.217391,,,linear between dates,not applicable,not applicable
329961,124583.043478,,,linear between dates,not applicable,not applicable
329962,124680.869565,,,linear between dates,not applicable,not applicable
329963,124778.695652,,,linear between dates,not applicable,not applicable
329964,124876.521739,,,linear between dates,not applicable,not applicable
329965,124974.347826,,,linear between dates,not applicable,not applicable
329966,125072.173913,,,linear between dates,not applicable,not applicable
329967,125170,,,linear between dates,not applicable,not applicable
329968,125267.826087,,,linear between dates,not applicable,not applicable
329969,125365.652174,,,linear between dates,not applicable,not applicable
329970,125463.478261,,,linear between dates,not applicable,not applicable
329971,125561.304348,,,linear between dates,not applicable,not applicable
329972,125659.130435,,,linear between dates,not applicable,not applicable
329973,125756.956522,,,linear between dates,not applicable,not applicable
329974,125845,,,linear between dates,not applicable,not applicable
329975,125863.51852,,,linear between dates,not applicable,not applicable
329976,126067.22224,,,linear between dates,not applicable,not applicable
329977,126307.963,,,linear between dates,not applicable,not applicable
329978,126493.1482,,,linear between dates,not applicable,not applicable
329979,126678.3334,,,linear between dates,not applicable,not applicable
329980,126863.5186,,,linear between dates,not applicable,not applicable
329981,126882.03712,,,linear between dates,not applicable,not applicable
362578,73229.7684,1309.6907,1040.1872,COPRA,not applicable,not applicable
362579,73345.332,1175.7391,961.3963,COPRA,not applicable,not applicable
362580,73465.207,1052.5113,889.7548,COPRA,not applicable,not applicable
362581,73589.1044,947.427,825.4569,COPRA,not applicable,not applicable
362582,73716.735,853.3,759.9942,COPRA,not applicable,not applicable
362583,73847.8098,749.1147,705.4897,COPRA,not applicable,not applicable
362584,73982.0397,672.0149,654.3353,COPRA,not applicable,not applicable
362585,74119.1356,613.5925,611.8457,COPRA,not applicable,not applicable
362586,74258.8083,568.8384,563.2087,COPRA,not applicable,not applicable
362587,74400.7689,535.3628,533.2625,COPRA,not applicable,not applicable
362588,74544.7282,513.4421,504.1244,COPRA,not applicable,not applicable
362589,74690.6322,482.4221,479.1297,COPRA,not applicable,not applicable
362590,74839.6721,468.9154,460.718,COPRA,not applicable,not applicable
362591,74991.9711,448.5395,447.9901,COPRA,not applicable,not applicable
362592,75147.4252,438.1346,449.8085,COPRA,not applicable,not applicable
362593,75305.9302,435.9716,453.4162,COPRA,not applicable,not applicable
362594,75467.3823,442.7546,459.5105,COPRA,not applicable,not applicable
362595,75631.6771,461.8087,474.8057,COPRA,not applicable,not applicable
362596,75798.7108,498.5073,503.6126,COPRA,not applicable,not applicable
362597,75968.3792,543.2307,542.355,COPRA,not applicable,not applicable
362598,76140.5782,595.4985,592.9641,COPRA,not applicable,not applicable
362599,76315.2038,657.8559,647.7403,COPRA,not applicable,not applicable
362600,76492.1519,726.0791,728.0863,COPRA,not applicable,not applicable
362601,76671.3185,797.6581,826.9105,COPRA,not applicable,not applicable
362602,76852.5994,887.7262,924.8406,COPRA,not applicable,not applicable
362603,77035.8905,988.1253,1055.2061,COPRA,not applicable,not applicable
362604,77221.0879,1096.4459,1168.8214,COPRA,not applicable,not applicable
362605,77408.0874,1218.3718,1300.6804,COPRA,not applicable,not applicable
362606,77596.785,1331.0655,1439.0561,COPRA,not applicable,not applicable
362607,77787.0765,1467.8777,1593.0371,COPRA,not applicable,not applicable
362608,77978.858,1618.5093,1752.5464,COPRA,not applicable,not applicable
362610,81147.1023,672.1362,619.502,COPRA,not applicable,not applicable
362611,81438.8899,485.178,488.8099,COPRA,not applicable,not applicable
362612,81730.6775,522.1079,549.2337,COPRA,not applicable,not applicable
362613,82022.4651,678.009,801.6252,COPRA,not applicable,not applicable
362614,82314.2527,888.0353,1112.1462,COPRA,not applicable,not applicable
362615,82606.0403,1120.9959,1443.983,COPRA,not applicable,not applicable
362616,185269.3211,4139.2305,4305.9819,COPRA,not applicable,not applicable
362617,185318.3006,4115.9927,4294.0011,COPRA,not applicable,not applicable
362618,185369.1799,4107.6236,4270.7585,COPRA,not applicable,not applicable
362619,185421.9215,4080.973,4250.4856,COPRA,not applicable,not applicable
362620,185476.4881,4059.6457,4228.5108,COPRA,not applicable,not applicable
362621,185532.8423,4048.9329,4205.6995,COPRA,not applicable,not applicable
362622,185590.9468,4051.2104,4184.1231,COPRA,not applicable,not applicable
362623,185650.7642,4039.9786,4163.9804,COPRA,not applicable,not applicable
362624,185712.257,4030.0369,4132.1907,COPRA,not applicable,not applicable
362625,185775.3881,4009.9258,4091.6023,COPRA,not applicable,not applicable
362626,185840.1199,3998.95,4052.1086,COPRA,not applicable,not applicable
362627,185906.4151,3983.1571,4023.954,COPRA,not applicable,not applicable
362628,185974.2364,3968.9939,3982.8694,COPRA,not applicable,not applicable
362629,186043.5464,3937.155,3947.9583,COPRA,not applicable,not applicable
362630,186114.3077,3894.1725,3899.558,COPRA,not applicable,not applicable
362631,186186.483,3856.0612,3847.4064,COPRA,not applicable,not applicable
362632,186260.0348,3836.6129,3804.8154,COPRA,not applicable,not applicable
362633,186334.9259,3813.3743,3751.2356,COPRA,not applicable,not applicable
362634,186411.1188,3778.52,3715.3844,COPRA,not applicable,not applicable
362635,186488.5762,3743.5275,3669.8348,COPRA,not applicable,not applicable
362636,186567.2608,3708.403,3633.4549,COPRA,not applicable,not applicable
362637,186647.1351,3672.9969,3603.3188,COPRA,not applicable,not applicable
362638,186728.1618,3633.9314,3575.7068,COPRA,not applicable,not applicable
362639,186810.3035,3593.7508,3534.2681,COPRA,not applicable,not applicable
362640,186893.5229,3557.4189,3490.2231,COPRA,not applicable,not applicable
362641,186977.7826,3519.6471,3438.698,COPRA,not applicable,not applicable
362642,187063.0452,3476.9071,3392.7482,COPRA,not applicable,not applicable
362643,187149.2733,3432.4986,3356.5094,COPRA,not applicable,not applicable
362644,187236.4297,3389.8953,3330.9593,COPRA,not applicable,not applicable
362645,187324.4768,3349.1175,3283.3297,COPRA,not applicable,not applicable
362646,187413.3775,3307.1068,3232.7248,COPRA,not applicable,not applicable
362647,187503.0942,3264.9087,3191.7443,COPRA,not applicable,not applicable
362648,187593.5897,3223.3829,3150.462,COPRA,not applicable,not applicable
362649,187684.8265,3172.3184,3113.7704,COPRA,not applicable,not applicable
362650,187776.7673,3131.216,3071.9739,COPRA,not applicable,not applicable
362651,187869.3748,3080.4574,3014.8556,COPRA,not applicable,not applicable
362652,187962.6115,3032.1882,2977.3464,COPRA,not applicable,not applicable
362653,188056.4401,2984.8542,2932.3615,COPRA,not applicable,not applicable
362654,188150.8232,2941.5913,2892.0698,COPRA,not applicable,not applicable
362655,188245.7235,2898.4821,2850.4997,COPRA,not applicable,not applicable
362656,188341.1036,2849.5109,2801.28,COPRA,not applicable,not applicable
362657,188436.9262,2804.3955,2764.9598,COPRA,not applicable,not applicable
362658,188533.1538,2750.289,2716.774,COPRA,not applicable,not applicable
362659,188629.7491,2698.5558,2671.6267,COPRA,not applicable,not applicable
362660,188726.6747,2659.5427,2629.6076,COPRA,not applicable,not applicable
362661,188823.8933,2612.7308,2578.6489,COPRA,not applicable,not applicable
362662,188921.3675,2564.7156,2533.7303,COPRA,not applicable,not applicable
362663,189019.0599,2530.3285,2486.0435,COPRA,not applicable,not applicable
362664,189116.9332,2492.0577,2439.314,COPRA,not applicable,not applicable
362665,189214.95,2431.0065,2406.4846,COPRA,not applicable,not applicable
362666,189313.0729,2376.0484,2363.3661,COPRA,not applicable,not applicable
362667,189411.2646,2327.5228,2315.3274,COPRA,not applicable,not applicable
362668,189509.4877,2279.1669,2268.5404,COPRA,not applicable,not applicable
362669,189607.7049,2237.2455,2222.4461,COPRA,not applicable,not applicable
362670,189705.8787,2202.5598,2185.1831,COPRA,not applicable,not applicable
362671,189803.9718,2162.242,2155.8829,COPRA,not applicable,not applicable
362672,189901.9469,2118.2778,2116.8961,COPRA,not applicable,not applicable
362673,189999.7665,2092.5926,2076.1344,COPRA,not applicable,not applicable
362674,190097.3933,2058.8043,2030.3787,COPRA,not applicable,not applicable
362675,190194.79,2016.2218,1994.2327,COPRA,not applicable,not applicable
362676,190291.9191,1979.265,1952.8194,COPRA,not applicable,not applicable
362677,190388.7433,1945.5536,1922.8116,COPRA,not applicable,not applicable
362678,190485.2253,1905.1046,1888.889,COPRA,not applicable,not applicable
362679,190581.3277,1865.9572,1856.9713,COPRA,not applicable,not applicable
362680,190677.013,1844.5566,1816.0408,COPRA,not applicable,not applicable
362681,190772.244,1819.1694,1797.7526,COPRA,not applicable,not applicable
362682,190866.9833,1782.9742,1765.4025,COPRA,not applicable,not applicable
362683,190961.1935,1764.2357,1737.6989,COPRA,not applicable,not applicable
362684,191054.8372,1755.5068,1712.4798,COPRA,not applicable,not applicable
362685,191147.8771,1745.8708,1691.187,COPRA,not applicable,not applicable
362686,191240.2758,1725.0235,1673.6595,COPRA,not applicable,not applicable
362687,191331.9959,1701.5781,1644.2798,COPRA,not applicable,not applicable
362688,191423.0001,1685.9215,1613.9273,COPRA,not applicable,not applicable
362689,191513.2511,1664.3026,1595.9851,COPRA,not applicable,not applicable
362690,191602.7114,1646.039,1580.686,COPRA,not applicable,not applicable
362691,191691.3436,1626.4068,1568.6025,COPRA,not applicable,not applicable
362692,191779.1105,1602.7911,1552.952,COPRA,not applicable,not applicable
362693,191865.9746,1594.2835,1532.6999,COPRA,not applicable,not applicable
362694,191951.8986,1600.4387,1514.0442,COPRA,not applicable,not applicable
362695,192036.8451,1601.534,1496.7922,COPRA,not applicable,not applicable
362696,192120.7767,1592.3846,1477.1922,COPRA,not applicable,not applicable
362697,192203.6561,1583.8656,1462.1574,COPRA,not applicable,not applicable
362698,192285.446,1579.6998,1449.0281,COPRA,not applicable,not applicable
362699,192366.1088,1573.7348,1437.0227,COPRA,not applicable,not applicable
362700,192445.6074,1572.0267,1422.6097,COPRA,not applicable,not applicable
362701,192523.9043,1572.9519,1408.245,COPRA,not applicable,not applicable
362702,192600.9621,1570.573,1398.6358,COPRA,not applicable,not applicable
362703,192676.6793,1568.0648,1383.8813,COPRA,not applicable,not applicable
362704,192751.013,1560.9445,1369.5597,COPRA,not applicable,not applicable
362705,192824.0135,1545.3279,1359.4384,COPRA,not applicable,not applicable
362706,192895.7313,1538.3207,1349.803,COPRA,not applicable,not applicable
362707,192966.2166,1525.0227,1337.4235,COPRA,not applicable,not applicable
362708,193035.5199,1517.289,1326.2918,COPRA,not applicable,not applicable
362709,193103.6917,1505.3232,1308.6712,COPRA,not applicable,not applicable
362710,193170.7822,1489.756,1293.7383,COPRA,not applicable,not applicable
362711,193236.8419,1472.3492,1282.9365,COPRA,not applicable,not applicable
362712,193301.9212,1460.0697,1274.0226,COPRA,not applicable,not applicable
362713,193366.0704,1453.7153,1265.2866,COPRA,not applicable,not applicable
362714,193429.3401,1441.8532,1255.2466,COPRA,not applicable,not applicable
362715,193491.7804,1431.4763,1248.8486,COPRA,not applicable,not applicable
362716,193553.442,1417.7632,1236.3481,COPRA,not applicable,not applicable
362717,193614.3751,1403.2532,1232.5707,COPRA,not applicable,not applicable
362718,193674.6301,1392.9101,1233.2955,COPRA,not applicable,not applicable
362719,193734.2574,1381.291,1227.5699,COPRA,not applicable,not applicable
362720,193793.3075,1367.6309,1221.7253,COPRA,not applicable,not applicable
362721,193851.8307,1357.5666,1209.3999,COPRA,not applicable,not applicable
362722,193909.8775,1343.0769,1210.9685,COPRA,not applicable,not applicable
362723,193967.4981,1325.5474,1208.1112,COPRA,not applicable,not applicable
362724,194024.7431,1307.6125,1203.4866,COPRA,not applicable,not applicable
362725,194081.6627,1291.3352,1190.9186,COPRA,not applicable,not applicable
362726,194138.3074,1281.0156,1180.0673,COPRA,not applicable,not applicable
362727,194194.7276,1265.9271,1170.6446,COPRA,not applicable,not applicable
362728,194250.9737,1250.5605,1163.3682,COPRA,not applicable,not applicable
362729,194307.0961,1238.2529,1161.9619,COPRA,not applicable,not applicable
362730,194363.1451,1223.7327,1156.1058,COPRA,not applicable,not applicable
362731,194419.1712,1216.6365,1149.7273,COPRA,not applicable,not applicable
362732,194475.2248,1206.7415,1142.3873,COPRA,not applicable,not applicable
362733,194531.3562,1187.4126,1129.7732,COPRA,not applicable,not applicable
362734,194587.6158,1175.6882,1129.2151,COPRA,not applicable,not applicable
362735,194644.0541,1171.54,1127.0432,COPRA,not applicable,not applicable
362736,194700.7214,1158.4039,1123.2742,COPRA,not applicable,not applicable
362737,194757.6681,1149.7929,1121.1495,COPRA,not applicable,not applicable
362738,194814.9447,1136.6502,1119.5014,COPRA,not applicable,not applicable
362739,194872.6014,1121.1151,1122.4381,COPRA,not applicable,not applicable
362740,194930.6888,1118.5117,1115.6882,COPRA,not applicable,not applicable
362741,194989.2571,1106.9816,1111.2085,COPRA,not applicable,not applicable
362742,195048.3569,1101.2846,1108.8748,COPRA,not applicable,not applicable
362743,195108.0384,1094.615,1108.937,COPRA,not applicable,not applicable
362744,195168.3521,1081.8121,1102.4158,COPRA,not applicable,not applicable
362745,195229.3484,1077.1601,1096.7043,COPRA,not applicable,not applicable
362746,195291.0777,1073.4936,1089.2355,COPRA,not applicable,not applicable
362747,195353.5903,1069.0233,1092.362,COPRA,not applicable,not applicable
362748,195416.9366,1067.7372,1100.7523,COPRA,not applicable,not applicable
362749,195481.1672,1064.466,1101.2471,COPRA,not applicable,not applicable
362750,195546.3322,1065.8475,1100.32,COPRA,not applicable,not applicable
362751,195612.4822,1060.8522,1096.8514,COPRA,not applicable,not applicable
362752,195679.6676,1062.705,1097.5383,COPRA,not applicable,not applicable
362753,195747.9386,1057.6184,1097.6369,COPRA,not applicable,not applicable
362754,195817.3458,1052.1878,1104.1829,COPRA,not applicable,not applicable
362755,195887.9394,1046.2771,1106.2997,COPRA,not applicable,not applicable
362756,195959.77,1051.5469,1108.0953,COPRA,not applicable,not applicable
362757,196032.8879,1055.1491,1108.2263,COPRA,not applicable,not applicable
362758,196107.3435,1051.7983,1111.3297,COPRA,not applicable,not applicable
362759,196183.1872,1049.2971,1112.0229,COPRA,not applicable,not applicable
362760,196260.4693,1051.9764,1118.129,COPRA,not applicable,not applicable
362761,196339.2403,1057.8479,1114.3023,COPRA,not applicable,not applicable
362762,196419.5506,1064.3673,1111.3095,COPRA,not applicable,not applicable
362763,196501.4505,1071.2355,1106.6995,COPRA,not applicable,not applicable
362764,196584.9905,1072.7896,1104.2777,COPRA,not applicable,not applicable
362765,196670.221,1074.9182,1104.8064,COPRA,not applicable,not applicable
362766,196757.1923,1078.163,1094.7776,COPRA,not applicable,not applicable
362767,196845.9548,1088.5217,1085.9609,COPRA,not applicable,not applicable
362768,196936.559,1091.6916,1086.6729,COPRA,not applicable,not applicable
362769,197029.0552,1089.1039,1086.0761,COPRA,not applicable,not applicable
