sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
431522,4988.72461360002,,,StalAge,not applicable,not applicable
431523,4993.89514540002,,,StalAge,not applicable,not applicable
431524,4999.06231040002,,,StalAge,not applicable,not applicable
431525,5004.22610860002,,,StalAge,not applicable,not applicable
431526,5009.38654000002,,,StalAge,not applicable,not applicable
431527,5014.54360460002,,,StalAge,not applicable,not applicable
431528,5019.69730240002,,,StalAge,not applicable,not applicable
431529,5024.84763340002,,,StalAge,not applicable,not applicable
431530,5029.99459760002,,,StalAge,not applicable,not applicable
431531,5035.13819500002,,,StalAge,not applicable,not applicable
431532,5040.27842560002,,,StalAge,not applicable,not applicable
431533,5045.41528940002,,,StalAge,not applicable,not applicable
431534,5050.54878640002,,,StalAge,not applicable,not applicable
431535,5055.67891660002,,,StalAge,not applicable,not applicable
431536,5060.80568000002,,,StalAge,not applicable,not applicable
431537,5065.92907660002,,,StalAge,not applicable,not applicable
431538,5071.04910640002,,,StalAge,not applicable,not applicable
431539,5076.16576940002,,,StalAge,not applicable,not applicable
431540,5081.27906560002,,,StalAge,not applicable,not applicable
431541,5086.38899500002,,,StalAge,not applicable,not applicable
431542,5091.49555760002,,,StalAge,not applicable,not applicable
431543,5096.59875340002,,,StalAge,not applicable,not applicable
431544,5101.69858240002,,,StalAge,not applicable,not applicable
431545,5106.79504460002,,,StalAge,not applicable,not applicable
431546,5111.88814000002,,,StalAge,not applicable,not applicable
431547,5116.97786860002,,,StalAge,not applicable,not applicable
431548,5122.06423040002,,,StalAge,not applicable,not applicable
431549,5127.14722540002,,,StalAge,not applicable,not applicable
431550,5132.22685360002,,,StalAge,not applicable,not applicable
431551,5137.30311500002,,,StalAge,not applicable,not applicable
431552,5142.37600960002,,,StalAge,not applicable,not applicable
431553,5147.44553740002,,,StalAge,not applicable,not applicable
431554,5152.51169840002,,,StalAge,not applicable,not applicable
431555,5157.57449260002,,,StalAge,not applicable,not applicable
431556,5162.63392000002,,,StalAge,not applicable,not applicable
431557,5167.68998060002,,,StalAge,not applicable,not applicable
431558,5172.74267440002,,,StalAge,not applicable,not applicable
431559,5177.79200140002,,,StalAge,not applicable,not applicable
431560,5182.83796160002,,,StalAge,not applicable,not applicable
431561,5187.88055500002,,,StalAge,not applicable,not applicable
431562,5192.91978160002,,,StalAge,not applicable,not applicable
431563,5197.95564140002,,,StalAge,not applicable,not applicable
431564,5202.98813440002,,,StalAge,not applicable,not applicable
431565,5208.01726060002,,,StalAge,not applicable,not applicable
431566,5213.04302000002,,,StalAge,not applicable,not applicable
431567,5218.06541260002,,,StalAge,not applicable,not applicable
431568,5223.08443840002,,,StalAge,not applicable,not applicable
431569,5228.10009740002,,,StalAge,not applicable,not applicable
431570,5233.11238960002,,,StalAge,not applicable,not applicable
431571,5238.12131500002,,,StalAge,not applicable,not applicable
431572,5243.12687360002,,,StalAge,not applicable,not applicable
431573,5248.12906540002,,,StalAge,not applicable,not applicable
431574,5253.12789040002,,,StalAge,not applicable,not applicable
431575,5258.12334860002,,,StalAge,not applicable,not applicable
431576,5263.11544000002,,,StalAge,not applicable,not applicable
431577,5268.10416460002,,,StalAge,not applicable,not applicable
431578,5273.08952240002,,,StalAge,not applicable,not applicable
431579,5278.07151340002,,,StalAge,not applicable,not applicable
431580,5283.05013760002,,,StalAge,not applicable,not applicable
431581,5288.02539500002,,,StalAge,not applicable,not applicable
431582,5292.99728560002,,,StalAge,not applicable,not applicable
431583,5297.96580940002,,,StalAge,not applicable,not applicable
431584,5302.93096640002,,,StalAge,not applicable,not applicable
431585,5307.89275660002,,,StalAge,not applicable,not applicable
431586,5312.85118000002,,,StalAge,not applicable,not applicable
431587,5317.80623660002,,,StalAge,not applicable,not applicable
431588,5322.75792640002,,,StalAge,not applicable,not applicable
431589,5327.70624940002,,,StalAge,not applicable,not applicable
431590,5332.65120560002,,,StalAge,not applicable,not applicable
431591,5337.59279500002,,,StalAge,not applicable,not applicable
431592,5342.53101760002,,,StalAge,not applicable,not applicable
431593,5347.46587340002,,,StalAge,not applicable,not applicable
431594,5352.39736240002,,,StalAge,not applicable,not applicable
431595,5357.32548460002,,,StalAge,not applicable,not applicable
431596,5362.25024000002,,,StalAge,not applicable,not applicable
431597,5367.17162860002,,,StalAge,not applicable,not applicable
431598,5372.08965040002,,,StalAge,not applicable,not applicable
431599,5377.00430540002,,,StalAge,not applicable,not applicable
431600,5381.91559360002,,,StalAge,not applicable,not applicable
431601,5386.82351500002,,,StalAge,not applicable,not applicable
431602,5391.72806960002,,,StalAge,not applicable,not applicable
431603,5396.62925740002,,,StalAge,not applicable,not applicable
431604,5401.52707840002,,,StalAge,not applicable,not applicable
431605,5406.42153260002,,,StalAge,not applicable,not applicable
431606,5411.31262000002,,,StalAge,not applicable,not applicable
431607,5416.20034060002,,,StalAge,not applicable,not applicable
431608,5421.08469440002,,,StalAge,not applicable,not applicable
431609,5425.96568140002,,,StalAge,not applicable,not applicable
431610,5430.84330160002,,,StalAge,not applicable,not applicable
431611,5435.71755500002,,,StalAge,not applicable,not applicable
431612,5440.58844160002,,,StalAge,not applicable,not applicable
431613,5445.45596140002,,,StalAge,not applicable,not applicable
431614,5450.32011440002,,,StalAge,not applicable,not applicable
431615,5455.18090060002,,,StalAge,not applicable,not applicable
431616,5460.03832000002,,,StalAge,not applicable,not applicable
431617,5464.89237260002,,,StalAge,not applicable,not applicable
431618,5469.74305840002,,,StalAge,not applicable,not applicable
431619,5474.59037740003,,,StalAge,not applicable,not applicable
431620,5479.43432960003,,,StalAge,not applicable,not applicable
431621,5484.27491500003,,,StalAge,not applicable,not applicable
431622,5489.11213360003,,,StalAge,not applicable,not applicable
431623,5493.94598540003,,,StalAge,not applicable,not applicable
431624,5498.77647040002,,,StalAge,not applicable,not applicable
431625,5503.60358860002,,,StalAge,not applicable,not applicable
431626,5508.42734000002,,,StalAge,not applicable,not applicable
431627,5513.24772460003,,,StalAge,not applicable,not applicable
431628,5518.06474240002,,,StalAge,not applicable,not applicable
431629,5522.87839340002,,,StalAge,not applicable,not applicable
431630,5527.68867760003,,,StalAge,not applicable,not applicable
431631,5532.49559500002,,,StalAge,not applicable,not applicable
431632,5537.29914560003,,,StalAge,not applicable,not applicable
431633,5542.09932940003,,,StalAge,not applicable,not applicable
431634,5546.89614640003,,,StalAge,not applicable,not applicable
431635,5551.68959660003,,,StalAge,not applicable,not applicable
431636,5556.47968000003,,,StalAge,not applicable,not applicable
431637,5561.26639660003,,,StalAge,not applicable,not applicable
431638,5566.04974640003,,,StalAge,not applicable,not applicable
431639,5570.82972940003,,,StalAge,not applicable,not applicable
431640,5575.60634560003,,,StalAge,not applicable,not applicable
431641,5580.37959500003,,,StalAge,not applicable,not applicable
431642,5585.14947760003,,,StalAge,not applicable,not applicable
431643,5589.91599340003,,,StalAge,not applicable,not applicable
431644,5594.67914240003,,,StalAge,not applicable,not applicable
431645,5599.43892460003,,,StalAge,not applicable,not applicable
431646,5604.19534000003,,,StalAge,not applicable,not applicable
431647,5608.94838860003,,,StalAge,not applicable,not applicable
431648,5613.69807040003,,,StalAge,not applicable,not applicable
431649,5618.44438540003,,,StalAge,not applicable,not applicable
431650,5623.18733360003,,,StalAge,not applicable,not applicable
431651,5627.92691500003,,,StalAge,not applicable,not applicable
431652,5632.66312960003,,,StalAge,not applicable,not applicable
431653,5637.39597740003,,,StalAge,not applicable,not applicable
431654,5642.12545840003,,,StalAge,not applicable,not applicable
431655,5646.85157260003,,,StalAge,not applicable,not applicable
431656,5651.57432000003,,,StalAge,not applicable,not applicable
431657,5656.29370060003,,,StalAge,not applicable,not applicable
431658,5661.00971440003,,,StalAge,not applicable,not applicable
431659,5665.72236140003,,,StalAge,not applicable,not applicable
431660,5670.43164160003,,,StalAge,not applicable,not applicable
431661,5675.13755500003,,,StalAge,not applicable,not applicable
431662,5679.84010160003,,,StalAge,not applicable,not applicable
431663,5684.53928140003,,,StalAge,not applicable,not applicable
431664,5689.23509440003,,,StalAge,not applicable,not applicable
431665,5693.92754060003,,,StalAge,not applicable,not applicable
431666,5698.61662000003,,,StalAge,not applicable,not applicable
431667,5703.30233260003,,,StalAge,not applicable,not applicable
431668,5707.98467840003,,,StalAge,not applicable,not applicable
431669,5712.66365740003,,,StalAge,not applicable,not applicable
431670,5717.33926960003,,,StalAge,not applicable,not applicable
431671,5722.01151500003,,,StalAge,not applicable,not applicable
431672,5726.68039360003,,,StalAge,not applicable,not applicable
431673,5731.34590540003,,,StalAge,not applicable,not applicable
431674,5736.00805040003,,,StalAge,not applicable,not applicable
431675,5740.66682860003,,,StalAge,not applicable,not applicable
431676,5745.32224000003,,,StalAge,not applicable,not applicable
431677,5749.97428460003,,,StalAge,not applicable,not applicable
431678,5754.62296240003,,,StalAge,not applicable,not applicable
431679,5759.26827340003,,,StalAge,not applicable,not applicable
431680,5763.91021760003,,,StalAge,not applicable,not applicable
431681,5768.54879500003,,,StalAge,not applicable,not applicable
431682,5773.18400560003,,,StalAge,not applicable,not applicable
431683,5777.81584940003,,,StalAge,not applicable,not applicable
431684,5782.44432640003,,,StalAge,not applicable,not applicable
431685,5787.06943660003,,,StalAge,not applicable,not applicable
431686,5791.69118000003,,,StalAge,not applicable,not applicable
431687,5796.30955660003,,,StalAge,not applicable,not applicable
431688,5800.92456640003,,,StalAge,not applicable,not applicable
431689,5805.53620940003,,,StalAge,not applicable,not applicable
431690,5810.14448560003,,,StalAge,not applicable,not applicable
431691,5814.74939500003,,,StalAge,not applicable,not applicable
431692,5819.35093760003,,,StalAge,not applicable,not applicable
431693,5823.94911340003,,,StalAge,not applicable,not applicable
431694,5828.54392240003,,,StalAge,not applicable,not applicable
431695,5833.13536460003,,,StalAge,not applicable,not applicable
431696,5837.72344000003,,,StalAge,not applicable,not applicable
431697,5842.30814860003,,,StalAge,not applicable,not applicable
431698,5846.88949040003,,,StalAge,not applicable,not applicable
431699,5851.46746540003,,,StalAge,not applicable,not applicable
431700,5856.04207360003,,,StalAge,not applicable,not applicable
431701,5860.61331500003,,,StalAge,not applicable,not applicable
431702,5865.18118960003,,,StalAge,not applicable,not applicable
431703,5869.74569740003,,,StalAge,not applicable,not applicable
431704,5874.30683840003,,,StalAge,not applicable,not applicable
431705,5878.86461260003,,,StalAge,not applicable,not applicable
431706,5883.41902000003,,,StalAge,not applicable,not applicable
431707,5887.97006060003,,,StalAge,not applicable,not applicable
431708,5892.51773440003,,,StalAge,not applicable,not applicable
431709,5897.06204140003,,,StalAge,not applicable,not applicable
431710,5901.60298160003,,,StalAge,not applicable,not applicable
431711,5906.14055500003,,,StalAge,not applicable,not applicable
431712,5910.67476160003,,,StalAge,not applicable,not applicable
431713,5915.20560140003,,,StalAge,not applicable,not applicable
431714,5919.73307440003,,,StalAge,not applicable,not applicable
431715,5924.25718060003,,,StalAge,not applicable,not applicable
431716,5928.77792000003,,,StalAge,not applicable,not applicable
431717,5933.29529260003,,,StalAge,not applicable,not applicable
431718,5937.80929840003,,,StalAge,not applicable,not applicable
431719,5942.31993740003,,,StalAge,not applicable,not applicable
431720,5946.82720960003,,,StalAge,not applicable,not applicable
431721,5951.33111500003,,,StalAge,not applicable,not applicable
431722,5955.83165360003,,,StalAge,not applicable,not applicable
431723,5960.32882540003,,,StalAge,not applicable,not applicable
431724,5964.82263040003,,,StalAge,not applicable,not applicable
431725,5969.31306860003,,,StalAge,not applicable,not applicable
431726,5973.80014000003,,,StalAge,not applicable,not applicable
431727,5978.28384460003,,,StalAge,not applicable,not applicable
431728,5982.76418240003,,,StalAge,not applicable,not applicable
431729,5987.24115340003,,,StalAge,not applicable,not applicable
431730,5991.71475760003,,,StalAge,not applicable,not applicable
431731,5996.18499500003,,,StalAge,not applicable,not applicable
431732,6000.65186560003,,,StalAge,not applicable,not applicable
431733,6005.11536940002,,,StalAge,not applicable,not applicable
431734,6009.57550640002,,,StalAge,not applicable,not applicable
431735,6014.03227660002,,,StalAge,not applicable,not applicable
431736,6018.48568000002,,,StalAge,not applicable,not applicable
